,UKESM1-0-LL-r1i1p1f2,IPSL-CM6A-LR-r1i1p1f1,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r8i1p1f2,UKESM1-0-LL-r4i1p1f2,GFDL-ESM4-r1i1p1f1,CanESM5-r1i1p1f1
2001-11-01,11.555484753141675,11.471735490608733,12.077529685073705,11.447050948392794,11.216742755955831,11.967976575948086,12.52701506489467,11.999572317807205,11.894817039960403
2001-12-01,10.300187245725077,8.782396730492476,10.680328138972737,10.639661573876182,9.62784913030175,9.66389302182636,10.415945663720645,10.994018245527437,10.471498662567225
2002-01-01,9.134610920029392,7.71627312123829,9.579251048026187,9.50977580779032,9.300784199056652,9.674095634079066,10.508587734872698,10.844883669335193,9.015230482774697
2002-02-01,8.92750186776151,8.238091148213023,9.668469871244227,9.988650691000156,9.299576160632343,9.212305661684253,10.053354147911591,10.352304162174663,7.418636265396126
2002-03-01,9.526982241942306,8.760402627902952,9.237387010505817,10.832919344478416,9.528325898693122,10.331684998479087,9.673823260254892,9.657954976016695,7.497753095675811
2002-04-01,10.18913065795038,9.133033310104727,9.040321154617963,12.05378250595114,10.532485103899237,11.4152927396749,9.635950529915585,10.718625043650869,8.57591474982973
2002-05-01,11.491258609972249,11.49592618985456,10.42859321392164,13.066535306236858,13.023906373559987,13.086273296813419,11.352644701956086,11.824203600039842,10.399376686442737
2002-06-01,12.321847441143422,12.894757302642514,12.110542356872008,13.841455191729539,15.226447072436294,14.643599990605273,13.454712756794741,13.966884360552658,12.403551447233527
2002-07-01,14.885658845617149,14.390531020635354,13.745122609711075,15.685947876891134,16.158095441660535,15.909020583063473,14.644787876453785,15.719183272095838,13.391953429949037
2002-08-01,15.421553719854813,15.243452079274066,14.870935808212426,16.566016889236078,16.769771248697467,16.89412688650713,14.98975773453208,15.789553818820648,14.217173889270803
2002-09-01,16.14246496935382,14.686943888297515,13.818201696959903,16.15290408154388,15.759127947759756,16.859065205891035,15.82836193538202,13.817555201468394,13.56579850592641
2002-10-01,15.101895053976437,14.45374069034092,12.385890537968786,14.802648323257635,13.673859154859088,15.20457243680123,14.83357191578182,11.704244277325316,11.721532436574805
2002-11-01,12.753231898131842,11.865205067253287,11.303576790049679,12.88096770837817,12.09766643083575,13.179763740456607,12.172294541686265,10.514849789249489,10.438882715488933
2002-12-01,11.54979633608147,10.413447283560656,10.383854791100239,10.84866024203676,10.84446842644463,11.801216039755001,10.174942247883335,9.529727500489352,8.956455335234756
2003-01-01,10.320449651034915,9.958790064653515,10.025701355016253,10.183664303618189,10.719652910958162,11.15259363646592,9.700055872954707,9.391898932090609,7.241254462172289
2003-02-01,10.357046756783326,10.124131483681165,8.741357563973025,10.318527346512433,10.38999360110772,9.691046634308805,9.512972520467807,9.006246050662918,6.628496900233099
2003-03-01,9.844205051397298,10.718658357684314,8.779703623615216,10.094418484350994,10.561784562369693,9.171966793479065,10.48938609463455,9.423580005453877,6.360093854329265
2003-04-01,10.423709094714964,11.444875751035454,9.529495705006164,10.588209098512568,10.40348598119732,10.060006646351688,11.10995183707241,10.030195872745132,8.41827573481344
2003-05-01,11.385713287761162,12.22308367012554,11.830272436238037,12.369093536996026,11.994345353999607,10.456029112204835,12.611264115916386,11.747623527387251,9.92076956880976
2003-06-01,13.731521597670953,13.7565610931581,14.08301114918715,15.452213749117409,13.744727129579948,12.345083721350573,14.714257788813152,14.02708185456901,13.040544725668498
2003-07-01,15.122448508598444,14.542146451220507,14.781630604460672,16.642290926904185,15.223046600953266,14.962913821802466,16.22254826680822,16.378859447016932,14.365481194794663
2003-08-01,14.691056094263814,15.897729925792696,15.574652074309233,16.743232525764302,16.79541171158403,15.685532435567188,16.070981928604322,16.870266597849113,14.493153506599658
2003-09-01,14.681082759735448,16.2319242346434,14.331367677593596,15.154089104284608,15.851277677195489,14.166054269093506,15.415513771545596,15.139834579596164,12.704642345810083
2003-10-01,12.82343673565309,15.971205763853176,13.481338658896986,15.145252214555025,13.749889959460225,13.845233848061076,14.420563289205775,13.670767551216445,12.857131211471572
2003-11-01,11.4983874313444,13.221024684367846,12.438019278043521,12.307494775227912,11.925462617448234,12.247519506828153,11.857188102082839,11.883573634292375,11.29686137653719
2003-12-01,9.763193641200786,9.450150768160489,9.199934551960244,10.702492744117679,10.971898918711886,10.383305492547372,10.58040824580904,10.961392662097118,8.94778794673059
2004-01-01,9.052698549600152,9.372835000000933,8.977311097083799,9.930174025640296,10.33486654974185,8.621730162336691,10.893895110821118,9.667807569067207,8.513747565173384
2004-02-01,9.461545322266662,9.176346033480405,9.724753670089754,8.345363835140764,10.051136477526523,8.197379995180977,10.841114215159335,10.022879425422063,8.728749343634835
2004-03-01,9.729277196651562,9.947584947469696,9.37738411256317,8.196032347882996,9.852157888146422,9.05594288617379,10.746311516563456,9.961957384802194,8.756093403159225
2004-04-01,10.746922886278293,10.434892392896478,9.789613587909553,9.256483121979262,9.987069266333645,9.411852145346652,10.753319697122727,10.41722576922063,9.583933090346939
2004-05-01,12.472673576696527,11.944941924383366,11.891501007519484,11.523158640805011,11.50516795243885,10.774847305514331,12.102003615923051,11.55154612623774,10.754439497628264
2004-06-01,14.569028256908126,14.29914234518311,14.583949575222142,12.506967659538386,12.967360834659493,13.778854557461596,13.803987394358325,13.199124213373326,12.890626020836018
2004-07-01,14.948999505316195,15.82013103130443,15.405105968290446,13.25173764588046,14.463279212565546,14.989348053331161,15.121202915043565,13.49968011661392,15.102739972142865
2004-08-01,15.727378583262038,15.339671601267446,15.611636399288269,15.19163542698363,15.682261265529885,15.658044676320314,15.969646769140574,14.084501195221529,14.90653344806707
2004-09-01,15.117070729561341,15.714867289682848,14.583464476987414,13.761699068994506,14.471225601782098,14.104566461277988,15.667218579649838,14.138447328924427,14.96331509026978
2004-10-01,14.68901289927016,14.86707239113997,12.42879975482404,12.345955916293535,12.623327156669966,11.146143040194158,14.10309072702108,13.781083796858196,13.16490281243872
2004-11-01,13.137591934392713,13.474846967126744,11.017885067575307,10.44260649927591,10.901781979736713,10.254431549891027,12.317568021997294,12.149987222927628,10.461362092299709
2004-12-01,11.645765136477726,11.317537522574932,9.89078361781953,9.100053796101733,9.920044583421928,9.480222091402018,12.089942453070162,10.203880205415425,9.024812050075512
2005-01-01,11.453221293452613,9.246254230130747,8.641377385857682,8.84751978908384,9.517206786552675,8.994540756047094,11.429219841933394,9.23617155147456,8.22485883878037
2005-02-01,11.328311186318107,8.832741788441064,8.295786138716169,8.154267394307755,9.585658739343527,8.017628460573674,10.9924543241098,9.293460004625388,8.773748166961413
2005-03-01,10.927025200787414,8.275588982532211,8.148306187320426,8.508802179399504,9.949065012147493,8.287616750400309,11.235899886370056,9.342964759546645,8.177002277241584
2005-04-01,10.883265905601716,8.53091835171324,8.711163780598827,9.377742525019405,11.66079452807743,8.549248454346358,11.715016771763127,9.921592789400057,8.539081006645834
2005-05-01,12.868365430019374,9.643085411014418,10.68321170591016,10.485627070192685,12.520444952194635,12.117810519573144,13.627597404512914,12.058879582907608,11.203236507761968
2005-06-01,14.933639825845642,12.957645423031714,14.775279273263195,13.143754040892745,13.340494474839833,12.368082361622513,14.369174439036364,14.094089092169833,12.938258019352935
2005-07-01,14.926768071751116,13.782473488850071,14.171928859259891,14.561133305118876,15.691690913386106,14.36912225010273,14.96095226883086,14.425250253097268,13.618407443916201
2005-08-01,15.667960676844109,13.927009984074605,14.38932497684236,15.163969853829913,16.917337944867153,15.583773686266987,15.698487834143062,15.076225021522172,14.455575373430547
2005-09-01,14.956946169384773,14.673711219905634,14.294263493833649,13.716944272308352,15.939175598839107,15.346585651882071,15.21598896214774,15.576988012893226,12.809572412751013
2005-10-01,12.460954803804972,13.519532054010579,13.443224651306537,12.19596258504695,14.997755759189696,14.755104527453199,14.514761017777648,15.366879773144026,13.849959338692358
2005-11-01,11.631167926099545,11.944441531766234,10.830214188057745,10.528738059326637,12.717350573411267,11.065566594493713,12.991282944855676,12.58166509174418,11.202149309000784
2005-12-01,10.10877276831059,10.007554131945945,10.238921613583699,10.439548675815136,11.328092150340055,8.784518349732087,10.652140016036741,10.082240773035439,8.708309359832112
2006-01-01,9.645907368499072,9.487151504693848,9.150170640191217,10.062056961117984,10.656519059289746,8.258817830989448,9.652392913234396,8.996269960079553,7.854176018512414
2006-02-01,9.06131210647048,9.906422587369377,8.750080962866809,9.895980855804046,10.008968536405751,8.201432953779873,9.340751843215745,8.47976624879777,7.945444571413402
2006-03-01,9.000757830760369,10.494709380535284,8.39448102719211,9.524706032979868,9.732626919599586,8.352672759260617,8.429295192153916,9.20700963868208,8.15144886122013
2006-04-01,9.071501809852561,10.315087489427047,9.514555918098845,10.076726568521924,9.626550838188118,9.40946164256858,8.87392700965142,9.147615294789713,9.23448969338568
2006-05-01,11.795120400066352,12.614398474207782,10.378489622545573,10.380203254211095,10.611613516871504,10.289736083954528,11.011334020179312,11.04268660528341,11.877195853446336
2006-06-01,13.990179116524393,14.031208913836995,12.43068377195057,12.371209178388867,12.651186699424017,14.001762929949253,13.568768347288914,13.554433626259446,13.52698986801676
2006-07-01,13.9024039923053,16.012037140596465,13.6380957666586,14.230598293961767,14.181850948031759,15.39678867636251,15.735343739193162,14.37093891878805,14.576922857592297
2006-08-01,14.833476720577085,15.704085721253964,14.451468564536011,14.969918564183304,14.544532329757091,15.796063973257887,16.647078003457256,14.25985414191959,14.805603174817374
2006-09-01,14.0900348148474,14.544270265410356,13.944311984870925,14.288232881041653,14.724670461725204,13.835186247066964,16.09193931413678,14.608112669391458,13.694989220899215
2006-10-01,12.999481312230115,12.141110170192356,11.795642696244858,12.967893532451775,13.580210708448307,13.824493808984592,13.688251855360509,12.877607180409765,13.019314471879982
2006-11-01,11.368177592957387,11.155262162066641,10.367089387571166,10.29583523862716,12.441435465060618,12.432715951221848,12.377698136752851,11.597800344175566,11.964089014477732
2006-12-01,10.45913076736683,10.097262571015817,9.049643223342056,8.240510135196942,11.06229000944062,11.110289990466633,11.680658930163887,10.29448643996715,10.7346021086965
2007-01-01,9.546517554530238,8.199330448002781,8.04330074794572,7.9768775565436,10.91935637746875,9.71002600865556,11.888427105043736,9.001525721703919,10.980631769131648
2007-02-01,9.127360758758236,7.8024723798043585,8.284456083350438,7.948581969438232,10.221737061519978,8.866262613718446,11.798593895717197,7.945682530202322,9.607507163620546
2007-03-01,7.973768276723042,8.145517927058073,8.297834085694625,8.080161341591989,10.05821091378601,9.257176268808148,12.086650311110251,8.041671876019548,9.441624893815845
