,UKESM1-0-LL-r1i1p1f2,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,IPSL-CM6A-LR-r1i1p1f1,CanESM5-r1i1p1f1,UKESM1-0-LL-r3i1p1f2
2008-03-01,4.55717320299928,3.5742791394410864,4.0974617424457636,3.9711895668725616,3.8898442873113823,3.649654573192791
2008-04-01,4.134432237650794,3.387796821167577,3.756102821637553,3.629830646064351,3.548485366503172,3.308295652384581
2008-05-01,3.368037157480319,3.004395850943824,3.0546092833477423,2.9283371077745404,2.846991828213361,2.6068021140947706
2008-06-01,2.73530229455912,2.573069414829059,2.615367965570743,2.489095789997541,2.407750510436363,2.167560796317771
2008-07-01,2.1962831249974917,2.164133624079648,2.337624464601685,2.211352289028484,2.1300070094673047,1.8898172953487133
2008-08-01,1.7082716494900394,2.0012603326603435,2.1687431410368627,2.0424709654636604,1.9611256859024813,1.72093597178389
2008-09-01,1.6518428479903349,1.8020274159004268,2.075224715191099,1.9489525396178973,1.8676072600567188,1.627417545938127
2008-10-01,1.5539461111360275,1.4556762905348208,1.977327978336792,1.8510558027635893,1.7697105232024108,1.5403279354490227
2008-11-01,1.835370291016282,1.7341665311117695,2.2587521582170464,2.132479982643844,2.0511347030826648,2.116101803574424
2008-12-01,2.532052399305599,2.530004812812836,2.9554342665063635,2.829162090933161,2.7478168113719823,2.496277091178233
2009-01-01,3.329413445296588,3.6365688451496574,3.7950510051719526,3.671172975561397,3.682382564057465,3.312651496915178
2009-02-01,3.671167631211222,4.426891096003407,4.136805191086586,3.949058322328213,4.024136749972098,4.4844529935716935
2009-03-01,3.732962809092797,4.519863648129761,4.1058554779419785,3.9369535515888474,3.993187036827493,4.68198674199389
2009-04-01,3.5690384886928928,4.3479966926421225,3.7644965571337687,3.5863371068151935,3.6518281160192814,3.996990559139725
2009-05-01,2.746764573270456,3.656400475736052,3.063003018843959,2.9200388365174272,2.9503345777294707,3.0069939331017728
2009-06-01,2.158124141191596,3.1584528119965944,2.6237617010669605,2.524002065165252,2.511093259952472,2.4419477521435877
2009-07-01,1.8803806402225376,2.7717988436995564,2.3460182000979017,2.32807065543461,2.2333497589834144,2.234676000238573
2009-08-01,1.7114993166577148,2.411938682727236,2.177136876533079,2.7585397166941283,2.0644684354185907,2.0738444856407363
2009-09-01,1.6179808908119515,2.1870021317872244,2.0836184506873163,2.8003019280357986,1.970950009572828,1.596880185969338
2009-10-01,1.5200841539576435,1.9015166336117475,1.9857217138330083,2.7088015060506776,1.8730532727185203,1.5031832830759313
2009-11-01,1.8015083338378983,1.7381882536099498,2.267145893713263,2.6222790313631865,2.154477452598775,1.7846074629561859
2009-12-01,2.4981904421272154,2.434777013741616,2.96382800200258,2.9640488892364885,2.8511595608880915,2.4812895712455028
2010-01-01,3.3026999998761384,3.285620195609692,3.6686009803684185,3.620768375513855,3.594021851956787,3.8686317378091477
2010-02-01,3.6444541857907717,3.6120015012053,4.010355166283053,3.995443362360005,3.9895559973384223,4.360978401870088
2010-03-01,3.6135044726461647,3.5964883966058463,3.979405453138445,3.9663451546648094,4.015213545154154,4.496803975036927
2010-04-01,3.272145551837955,3.5560182861567498,3.6380465323302342,3.6231347284071873,3.920650169166601,4.106508327513031
2010-05-01,2.5706520135481448,2.9003286132609105,2.9365529940404245,2.886599677974291,3.0952246360583966,3.21124775979739
2010-06-01,2.1314106957711463,2.5857875975685576,2.4973116762634247,2.452520127447761,2.4372050378492505,2.5661986421259946
2010-07-01,1.853667194802088,2.176986672688844,2.219568175294368,2.304225007378645,2.210532923237665,2.0307703304154052
2010-08-01,1.6847858712372652,2.070640473533815,2.050686851729545,1.9822913880778088,2.2870995310198885,1.86064930630425
2010-09-01,1.5912674453915021,2.3958151130861127,1.9571684258837816,1.9035583155173263,2.4245468046849705,1.6446303346150277
2010-10-01,1.493370708537194,2.159693087479266,1.8592716890294745,1.8443598851064265,2.3717811977854715,1.492383421268217
2010-11-01,1.7747948884174487,1.9974913681231061,2.1406958689097286,2.1257840649866817,2.6414806397099984,1.7738076011484718
2010-12-01,2.4714769967067656,2.4416106112277682,2.8373779771990453,2.8224661732759984,3.2017700957079716,2.4704897094377887
2011-01-01,3.307631555748665,3.2764055518155435,3.696708471827099,3.5881201641786173,3.771798506237868,4.305404989105462
2011-02-01,3.6493857416632975,3.6275888001894776,4.038462657741732,4.023353525172232,4.081405533240462,4.885924183809261
2011-03-01,4.6134199078891385,3.6007476111813523,4.007512944597126,4.61467230594242,4.029878894250089,4.669505582093506
2011-04-01,4.253127235008058,3.2553968895351324,3.6661540237889154,4.156747636155759,3.5733347442272727,3.976842893936785
2011-05-01,3.4412786898449315,2.6702477990884668,2.9646604854991057,3.073603487300121,2.865556743819527,3.3975568849274427
