,UKESM1-0-LL-r1i1p1f2,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,IPSL-CM6A-LR-r1i1p1f1,CanESM5-r1i1p1f1,UKESM1-0-LL-r3i1p1f2
2005-12-01,5.285636420415732,5.2100486333356795,5.501818582408906,5.3693939301627625,5.402053723200863,5.2728857528679605
2006-01-01,5.790172743907814,5.716428561390692,6.001082170242621,5.820743627419751,5.903750600283552,6.46199039484978
2006-02-01,5.855771184247549,5.9759826218966365,6.066680610582356,5.886342067759488,5.969349040623291,6.613630624365207
2006-03-01,5.805514898454898,5.761977356602894,6.016424324789704,5.836085781966835,5.919092754830638,6.387829344252783
2006-04-01,5.4377274873467005,5.363983304829579,5.648636913681508,5.468298370858638,5.551305343722441,5.8514296729378215
2006-05-01,4.589709120995637,4.515964938478515,4.800618547330443,4.620280004507575,4.703286977371377,4.938236019845894
2006-06-01,3.613557441271219,3.5398132587540982,3.8244668676060254,3.6441283247831575,3.72713529764696,3.8304193772051054
2006-07-01,2.6804551993254857,2.6067110168083643,2.8913646256602927,2.7110260828374244,2.794033055701226,2.7903349844301926
2006-08-01,2.039720921834656,1.9659767393175336,2.250630348169462,2.0841169533626416,2.153298778210395,2.034232141499966
2006-09-01,1.8847165640289627,1.8109723815118413,2.0956259903637697,1.9647891307001562,1.998294420404703,1.8722768883726033
2006-10-01,2.4368192821725065,2.268953578241222,2.5536071870931503,2.421595203560188,2.456275617134084,2.4661371364301896
2006-11-01,4.025850164658687,3.94452883215557,4.229182441007497,4.0488438981846295,4.131850871048432,4.031546756440728
2006-12-01,5.282172002533071,5.208427820015952,5.493081428867876,5.312742886045009,5.395749858908812,5.269732326876711
2007-01-01,5.7867083260251535,5.714807748070961,5.992345016701592,5.816514937449294,5.897446735991501,5.774579642260203
2007-02-01,5.852306766364889,5.780406188410697,6.057943457041326,5.894459287016293,5.963045176331238,5.840178082599939
2007-03-01,5.8020504805722375,5.818488950501608,6.007687171248676,5.872739695745668,5.912788890538587,5.789921796807288
2007-04-01,5.434263069464041,5.58317316795516,5.639899760140477,5.480692405339714,5.545001479430388,5.788134205564776
2007-05-01,4.5862447031129765,4.934524934338139,4.791881393789415,4.625579355304256,4.696983113079324,5.22915189778151
2007-06-01,3.61009302338856,4.17880692198294,3.8157297140649975,3.6398996348127013,3.720831433354907,4.214665857614181
2007-07-01,2.676990781442827,3.264779358865919,2.8826274721192635,2.706797392866968,2.7877291914091735,3.3393482663566783
2007-08-01,2.0362565039519964,2.400857892164728,2.241893194628433,2.066063115376137,2.146994913918343,2.6357870213594454
2007-09-01,1.881252146146304,1.95648141365148,2.086888836822741,1.9110587575704443,1.991990556112651,2.3322565834507043
2007-10-01,2.3392333428756844,2.3008573043728893,2.544870033552121,2.3690399542998253,2.4499717528420315,2.4776197467882053
2007-11-01,4.014808596790032,4.070560068258895,4.220445287466468,4.044615208214172,4.125547006756379,4.105184097046898
2007-12-01,5.278707584650412,5.219942833008359,5.484344275326849,5.308514196074553,5.389445994616759,5.269111146806754
2008-01-01,5.783243908142496,5.713186934751231,5.983607863160563,5.812286247478838,5.891142871699449,5.771426216268955
2008-02-01,6.025873867440184,5.778785375090966,6.0492063035002985,5.8778846878185735,5.956741312039185,5.83702465660869
2008-03-01,6.643219465810788,5.7285290892983145,5.998950017707646,5.827628402025923,5.906485026246532,5.786768370816038
2008-04-01,6.166788805705629,5.434826860297718,5.6311626065994504,5.4598409909177255,5.538697615138337,5.4189809597078415
2008-05-01,5.212610951701627,4.819060364759734,4.783144240248387,4.611822624566661,4.690679248787273,4.570962593356778
2008-06-01,4.0560140439139385,3.845080209364924,3.806992560523968,3.6356709448422437,3.714527569062856,3.59481091363236
2008-07-01,2.8908081477689107,2.850459967720984,2.8738903185782347,2.7025687028965097,2.781425327117122,2.661708671686627
2008-08-01,2.0327920860693376,2.2486044224176864,2.2331560410874043,2.0618344254056797,2.140691049626291,2.0209743941957963
2008-09-01,1.8777877282636453,1.9011984997604807,2.0781516832817117,1.9068300675999867,1.9856866918205989,1.8659700363901037
2008-10-01,2.335768924993026,2.2657119516017605,2.5361328800110927,2.364811264329368,2.4436678885499794,2.327665985844124
