,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r8i1p1f2,CanESM5-r1i1p1f1,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,UKESM1-0-LL-r1i1p1f2,GFDL-ESM4-r1i1p1f1,UKESM1-0-LL-r4i1p1f2
1995-10-01,9.583871932213595,9.443631948872216,10.606714427970287,9.926229604446872,10.469332963073931,9.517373957525717,9.346347915964104,9.184482579038624,10.013448656003813
1995-11-01,10.659026870524348,10.33748828616818,11.512126060868184,10.447543408971336,10.973207567673485,10.649780790650626,10.819474478612989,9.735374526715452,10.563170460142516
1995-12-01,10.003887481117669,10.12354210802752,10.425941898123183,10.056336504266447,10.00718801300405,10.031288492428333,10.207974292629693,9.150826897746411,9.529303260093595
1996-01-01,9.865896899544524,10.566275642259766,10.14274329593247,9.611298957380868,8.899249619991231,9.73870942391934,9.663589925976073,8.722971982813926,9.009726347382298
1996-02-01,9.755403148134864,10.77956860879084,9.86277705484918,9.062710756235317,8.741367623019089,9.572189887085958,9.073712016623086,8.627003309668611,9.034732434504074
1996-03-01,9.414136996598442,10.8913027186112,10.0146272275403,8.744003733225894,9.032533975166618,9.25267176599674,9.185370982691378,8.447655959792607,9.241372435969671
1996-04-01,9.509362692043947,11.310181107258515,10.064834122042763,8.918317927048422,9.404577569210687,9.392707920500843,9.610307238662372,8.9175001608819,9.729094776499679
1996-05-01,9.46363744732803,11.197262407892758,9.854168034505294,8.87561391082559,9.345869755013332,9.524280934614431,9.465801540156908,9.003004369950553,9.763964279359628
1996-06-01,9.165540350681015,10.667621614464151,9.559175368329665,8.625585570251022,9.85700091058549,9.504724356560132,9.011910067108008,8.6078662571162,9.224880143940977
1996-07-01,8.447822755606754,9.73073349239278,8.898223663185952,7.8243586059311365,8.688213290161658,8.767301690488047,8.15048165237091,8.267567720771554,8.529295977909879
1996-08-01,8.027873742550824,8.98323766324541,8.408772919915991,7.434043170471531,8.10936845006602,8.309886740342309,7.6928278367122065,8.777487574650719,8.096028909915137
1996-09-01,8.374821678797037,9.062643710594905,8.678463331825508,7.944865652442584,8.381542115191193,8.751042109341316,8.029741834297262,8.838964064613394,8.46337365366118
1996-10-01,9.81310460194757,10.211902153698,9.9613487151509,9.197090721835494,10.021562930657408,11.02397925029557,9.655804110139474,10.593341846683368,9.633474376294236
1996-11-01,10.05600189426891,10.650947133204095,10.837972442283249,10.210338101211693,10.794233081373513,11.261551440765025,10.49513617179386,10.086437665901732,10.584549599310785
1996-12-01,9.41077657050765,9.935824569060896,10.098557863570075,9.821789928937227,9.97534152827277,10.712540558610787,9.686539903018067,9.501718366903956,10.358733010570845
1997-01-01,9.23644318396272,9.227968636830491,9.654602111616182,9.753632637397745,9.260308010925904,10.340156436082783,9.912499716060923,9.456729566327807,10.348747396899215
1997-02-01,8.931124464563078,9.479550325344645,9.627885559475091,10.10394842766696,9.175656920933566,10.627760896533573,9.922930794321534,9.486704895401287,10.090743888399386
1997-03-01,9.202617620406883,9.64683689404369,9.197013524562744,10.174236990445774,9.357160374726584,10.633593863900856,9.495507991130705,9.228325424048473,9.673345739309028
1997-04-01,9.659015279822984,9.923888950410463,9.1737113184677,10.43174348230685,9.859605083494515,10.886487240967472,9.575026905430104,9.291196634098236,9.830948912302453
1997-05-01,9.477408604775523,9.814955959513672,9.084503654016856,10.354274072685596,9.774536716785136,10.69186039416717,9.668096425235026,9.502937038428373,9.693169935134236
1997-06-01,9.15524730329913,9.4216666149637,8.772559949022433,9.943251120919435,9.384324327419556,10.257892036636756,9.345061665959246,8.954799231522525,9.32442467362432
1997-07-01,8.473014857379736,8.787730299020373,8.294435238286137,9.096233645088027,8.812905611047851,9.39349749706292,8.276592420237796,8.352885546089059,8.540071546210104
1997-08-01,8.054559795622394,8.25673359007988,7.8950960952379585,8.556048510982203,8.542212393751981,8.690901791374234,7.805805244598518,8.180185938992402,8.020246357061234
1997-09-01,8.40232612183261,8.449263148285983,8.195474574569943,8.741072955507311,8.990049542618806,8.950097204469909,8.052462017256827,8.329060413074494,8.301311660810743
1997-10-01,9.77226567936483,9.856183632803834,9.23238302430279,9.917021068404306,11.161543079411686,10.484998146123743,9.40912464863307,9.762834643216987,9.721395584061876
1997-11-01,10.691262477605557,11.23179100140871,9.992786081171312,10.800900731675696,11.188655669285474,10.880769230996748,10.284343294261225,11.01577706352229,10.448090158804254
1997-12-01,10.224885696747688,10.440443171844008,9.848267232326693,10.070387129121725,10.740556127869537,9.731526776845364,9.523347712593036,9.652192476306102,9.649772101210726
1998-01-01,9.751287277088586,9.675656382098808,9.792851661436679,9.854914672706489,10.263623291737552,9.126459267162183,9.388907338486824,9.331416122206905,9.37228481850169
1998-02-01,9.231850494744338,9.533813855006716,9.533352714560788,9.756968840623855,9.98082045288804,9.187042543998533,9.365208329908961,9.573806824676169,9.392706648656242
1998-03-01,9.007482754880934,9.309471730206658,9.103515783989756,9.929566218023048,9.622905204647317,9.38772848635953,9.271348644553283,9.635247791581824,9.303331821530502
1998-04-01,9.179031595832573,9.656292837992947,9.363133235864934,10.359665427221623,9.593459296526284,9.71875512142534,9.568056191428981,10.24069856642193,9.585889462980647
1998-05-01,9.190141597389868,9.671793166361454,9.470678192648863,10.233406294683787,9.597496266047614,9.723018227235038,9.440098730880962,10.196313409738943,9.783452207365777
1998-06-01,8.816403737526262,9.412195580393,9.993856758648594,9.744027672711539,9.148171898761227,9.390512146429154,9.223144014181248,10.195771456727199,9.188491037759027
1998-07-01,8.16745261735292,8.78428269459723,8.69489702840319,9.005820486448908,8.441919675233452,8.643684398175001,8.549496206901031,9.378322908020019,8.388162717114838
1998-08-01,7.7819634963161795,8.262152258820965,8.208465418966457,8.490980312547997,7.9833181281913825,8.137929655511112,8.142914009030989,8.512398509739409,7.849824373819936
1998-09-01,8.158516357319748,8.520122907994601,8.53651354017255,8.863213731087399,8.165450692235247,8.345563652147952,8.566842520127116,8.63217755934435,8.274736666928689
1998-10-01,9.54745253638777,9.752856643574972,9.939318906353474,10.195079380910073,9.411800865575447,9.987749124893806,9.932086812880325,9.914804721645954,9.396657767677091
1998-11-01,10.062818144338241,10.56513159443393,11.086470868056411,11.065084413059935,10.521400223289474,10.915089704055905,11.332606377464625,10.871424775950883,10.16628859684445
1998-12-01,9.582132767894473,9.860610385406696,10.045978981929329,10.797001271587773,9.755299609370494,9.692356901746912,10.760527233768792,10.5262607295245,9.894052303659056
1999-01-01,9.046823295925961,9.380159461040458,9.431555171439117,10.689185942576204,9.784798097074972,9.128968095788846,10.54889692312311,9.90457919638541,9.711507027228821
1999-02-01,8.96740137060745,9.67471500335681,9.54292199091378,10.600167486333014,9.749554852987233,8.982351937749618,10.292883017208412,9.655283203720924,9.862580540242181
1999-03-01,9.379947279811764,10.078159734178357,9.309579705221593,10.411396283579919,9.399487379534282,9.057038948567504,9.751382181724304,9.850275358603275,9.74624782706429
1999-04-01,9.787588239619256,10.525418530414084,9.71552657608944,10.217446742744334,9.561126809457727,9.65048103913945,9.893523670237142,10.643748675885961,10.128135270513287
1999-05-01,10.219036639657524,10.479589220390617,9.667003551505907,10.070745431210668,9.354121377088926,9.80261956881924,9.788548780317383,10.934876335105308,10.014207326595766
1999-06-01,9.791831120588107,10.079465589597973,9.050432519257194,9.72576607549106,9.064243304790336,9.363843166389604,9.230449814768825,10.799528324307904,9.617439980687978
1999-07-01,9.059719751341657,9.204764946235349,8.524946477482423,9.156977290982963,8.43248210784237,8.72154638799641,8.412080979205067,9.874136853744249,8.96922033170365
1999-08-01,8.486828682105756,8.567915255111767,8.224915470663168,8.518807687471462,8.008748783637097,8.23002174402232,7.8658280042329025,8.854671420103534,8.135223046432525
1999-09-01,8.75059250206706,8.819228568399692,8.567944259992103,8.625041706978834,8.213087419949305,8.48641009083789,8.249325044172505,10.287670924423141,8.22353195505231
1999-10-01,9.985903431655439,10.203978969142682,10.14715412533066,10.277399277389383,9.325553611348957,9.887099059411863,10.12668922272,10.609810868379405,9.366884186337339
1999-11-01,10.527478452263123,11.1768918262302,10.954562359917233,10.843149400210017,10.217483097800796,10.570431219325082,10.58015474631038,11.347502177132585,10.260373363056313
1999-12-01,10.096988049927171,9.959277669079057,10.414581989259199,10.20921122239041,9.679302402057008,9.656657085652988,9.815467277511331,10.977327423803176,9.246174491511729
2000-01-01,10.01343373255077,9.478179147439024,9.602169665330091,9.946515550488828,9.687387747912805,9.337540723380126,8.772808254193087,10.534517698230331,9.131255183826255
2000-02-01,10.510096512799427,8.936168633980524,9.341461366203154,10.21475548975508,9.261026644025508,9.543980232946016,8.389939340169922,10.417265724049173,9.07085190038524
2000-03-01,10.862335142978651,8.449488498636223,8.975170301833947,10.281071137396506,9.640325021458967,9.458032980340306,9.011271225131736,10.51012568734157,8.886011365752097
2000-04-01,11.27953919022228,8.810862094071501,9.002899372423489,10.501603273345207,10.218846185714519,9.802308540832527,9.421356691436957,10.628684424421547,9.074165090465918
2000-05-01,10.935458961813623,8.828404275993531,8.912452767411779,10.32976127511442,10.152339932327694,9.634572925644145,9.32757057504062,10.37166048820086,9.101549636110912
2000-06-01,10.600358234793921,8.708717122996536,8.657458719925572,9.907179440952683,9.837378906723556,9.522185832853623,9.109242665722006,9.971670994906413,9.20754521491549
2000-07-01,9.698376807727577,8.143128073928311,8.110492068463795,9.030103867245696,9.121604441157764,8.679910533245351,8.316020692123901,9.520614472386784,8.358478640385076
2000-08-01,8.85744913360162,7.834553799268937,7.7511048978393475,8.415418996757099,8.670178070266067,8.244997780486079,7.964261864696968,8.617225001823378,7.90341684532066
2000-09-01,8.991791163412651,8.126687819249613,8.271293327422208,8.500200449555924,8.937075422706004,8.506234443943603,8.198285231775994,9.085382401687117,8.15293134264016
2000-10-01,10.141251344634997,9.46165383721537,10.078462522800027,9.757590817199526,11.025990022486026,9.793709984103169,9.089088709010591,9.84990378615846,9.43818225321975
2000-11-01,10.843902242824075,10.518185074714381,10.606846435579763,10.682783697100644,11.468246151311176,10.698582748240813,10.049869334196764,10.324401178099775,10.205870694020929
2000-12-01,10.04602270044274,10.349322170946973,10.046283370575924,10.183853088042833,11.028722660366194,10.292295974989164,10.125293558273787,9.65053428375202,9.782429910093306
2001-01-01,10.258050943564596,9.742582023586783,9.78084094221357,10.16900635009588,10.5211782702861,9.883741788771998,9.346659430926886,9.739204737824016,9.503384057642453
2001-02-01,10.044752310985553,9.273714859540826,9.516317588808283,10.19726491754073,10.722057375694193,9.516136998335506,9.517487839654397,9.683044987068122,9.51277714535015
2001-03-01,9.883826870676792,8.864175897721564,9.60791245952985,9.940228685683586,10.79232831251088,9.31527616011572,9.16548669225672,9.761290137681195,9.774111958500228
2001-04-01,9.980354066614883,8.948315644940264,10.077169284844402,10.126965306590149,10.835342104271096,9.574075683937156,9.47244042459515,9.920150077650657,10.147791852192167
2001-05-01,9.926352083779497,9.035289449721008,10.143874165000172,10.074407315075328,10.640404741089073,9.463792416410824,9.86031877183332,9.905711995178006,10.07757997967639
2001-06-01,9.796934411030383,8.954118102388735,10.468930238014703,9.884902125151152,10.237276768949721,9.14725007829404,9.339149805352195,9.512478786118416,9.770451776111411
2001-07-01,9.132891250074856,8.495459224961913,9.358246052505775,9.177416393227258,9.451788684480512,8.508438449037865,8.612827765456831,8.632425326388969,8.956753023025412
2001-08-01,8.522477667151888,8.01652296769827,8.545983978136112,8.77096418859375,8.827293139478652,8.118484285937212,8.086614920551963,8.455770401171126,8.501405677656377
2001-09-01,8.78966597505176,8.33919742723321,8.689660530011349,9.24441685521159,9.203442332453491,8.381460381011122,8.35156739249717,9.335259407473297,8.660097816188603
2001-10-01,9.98095052707961,10.014841291036744,9.89812225035454,10.409145166635149,10.885384381821847,9.630410133195657,9.853575422739599,11.651177300741207,10.05290330215717
2001-11-01,10.456376641659132,10.69622441588576,10.624369217523824,10.824981566011028,11.257127876087836,10.694271004892807,10.914901656750786,11.633089939109276,11.067032338480033
2001-12-01,9.543166737991708,9.749325243077788,9.918990429395006,10.112832256688632,10.580259991598313,10.538221025062024,10.102621769222337,10.595037116505397,10.197425338733373
2002-01-01,8.650892399736769,9.541737611034387,9.61630871801346,9.50211255821338,10.068932243442553,10.03962439601956,9.441771136518687,10.725627326007126,10.226354255901162
2002-02-01,8.599664559609193,9.667267276180374,9.371861160370466,8.836513523655693,9.948606292900301,10.236593976530116,9.323040324391387,10.652339837328665,10.089131877124819
2002-03-01,8.699836384133452,9.857921282592859,9.796266495162484,8.439333701725271,9.691594203102877,10.333210018349419,9.559917844426485,10.146637910354166,9.890801112103288
2002-04-01,9.160672057489904,10.20998214452191,10.394529206397694,8.696741148029107,9.740413419859776,10.839578524763805,9.97641950133096,10.615475434897707,10.053278821967123
2002-05-01,9.120100090293782,10.192367571781846,10.114466487997204,8.810072529161879,9.67831379001318,11.153452914969204,9.876526550002087,10.313439769771373,10.00951523538795
2002-06-01,8.998601452340363,10.08196755254398,9.683667662116497,8.530042550824309,9.238983850216147,11.046709501290152,9.489516515343553,9.621900122932637,9.618000739456802
2002-07-01,8.415237884559712,9.484051575775313,9.049827089836574,7.811509328898603,8.491331031474184,10.010041131814173,8.796144959372374,8.65153799682466,8.713355098755617
2002-08-01,8.0591627236712,8.961116091482383,8.571102574102941,7.500428306541593,7.956789314407233,9.284379500823269,8.22361765486316,8.191918140836794,8.083170444443287
2002-09-01,8.426069401195749,9.20694880330975,8.811002586742124,7.836454997700407,8.148310254570779,9.431426481571256,8.484453165930237,8.398256413773804,8.27747572843797
2002-10-01,9.75965858836328,10.487500579689504,10.652580193536199,9.407355531399887,9.715900007447658,11.130288337933465,9.96029119126282,9.381974693788573,9.45991258981751
2002-11-01,10.643205256789836,11.25078144237277,11.052184003174274,10.100017703385047,10.25292575839032,11.443119749568885,10.860580562897676,9.885750650410221,10.55301414229678
2002-12-01,10.11688380892156,10.55157794099182,10.251394223489422,9.380495727766213,9.671979973513183,10.77361503914185,10.362707509035774,9.183910985176766,9.989595374418581
2003-01-01,9.902329760460336,10.40113995049604,10.188353308722084,8.425293167308826,9.398728565831039,10.191672464950184,9.432763506492508,9.394996754305065,9.903458280159672
2003-02-01,10.16969623292616,10.423882868487633,9.903807069655157,7.683238383425465,9.09070974414609,10.2414305508867,9.714260109182634,9.274318179246633,9.873977507843659
2003-03-01,10.328179527221547,10.55633711344305,9.412527410546033,7.036848340563072,9.256962335858567,10.214214478427488,9.711558227169856,9.55041855069586,10.007167028767995
2003-04-01,10.569210870509831,10.762566459224363,9.843663911576066,7.810905708523085,9.623570074930988,10.600732509415405,9.999243566709792,10.051129868828495,10.468275764139197
2003-05-01,10.712708224781565,10.502249433349013,9.860308763286946,8.059161082388634,9.594824513115427,10.433138163698214,9.838134749442927,9.991624485130869,10.354757296219212
2003-06-01,9.971711683862507,10.17429130389538,9.725604272560467,7.785001109618041,9.297401633862243,10.083904663821015,9.554669300375863,9.933581679531674,9.985342895661947
2003-07-01,8.963139871111164,9.334713394287329,8.625979523107812,7.182554187700753,8.680218696990803,9.344036005196006,8.797345007517261,9.407653938221904,9.239885315842608
2003-08-01,8.376496081966032,8.847412825827277,8.168941111356403,7.06527076964763,8.205514079461683,8.793356821801567,8.17062966437115,8.875462760789976,8.72023920866674
2003-09-01,8.67717802487103,9.196791278433905,8.439253730260402,7.486541872658902,8.632480345690324,9.174192135221707,8.313624447444486,8.817597864782826,8.993988980381957
2003-10-01,10.085681061530382,10.625228589369282,9.237924987603256,9.066085561160724,10.395812174471699,10.164487008947246,10.069338035980344,10.34835460313392,10.698718890586676
2003-11-01,11.128212950218877,11.284937313832689,10.387125507463127,10.058620573850632,11.02230197243876,10.899239658095107,10.726657456640718,10.924194403621518,11.286541298047869
2003-12-01,9.797722625850568,10.83018376396815,9.847800393611733,9.27774325183378,9.520479644630186,10.378648064786676,9.899248953037366,9.782589804582166,10.376625322472542
2004-01-01,9.792060060365225,10.414042980121307,9.001819553302939,8.895599060519354,8.958565509841556,9.830424446015659,9.624086450878957,9.672980706819306,10.3734625777004
2004-02-01,9.53657761190734,10.288046171643687,8.767284974557933,9.111677137293682,9.43304198382934,9.094388448502274,9.702169524425932,9.907567322510426,10.67827171994761
2004-03-01,9.514147590460516,10.096152185379736,9.156515724408603,9.044533429831356,9.486313393705306,8.928085172352164,9.545505206735665,10.061860553411199,10.694618758511552
2004-04-01,9.8018297475291,10.348291491238935,9.469380396433953,9.300536672316786,9.844847977519594,9.485415400068828,10.007693086429338,10.49287557806624,10.920096796782092
2004-05-01,9.788028630622339,10.18760884278031,9.30045664646325,9.257886978608056,9.713527738133054,9.5573884356291,9.925454832864668,10.18701544165684,10.747023368830286
2004-06-01,9.298184541362671,9.6655735045283,8.927697444250816,8.801986443877949,9.326417237827659,9.359630300909943,9.564686035322651,9.65375380517895,10.453951989774282
2004-07-01,8.542092241769378,8.761026887671706,8.36123388764303,7.998753261752276,8.602453723261068,8.608445043060005,8.811958651968348,8.662732148400009,9.434786896529147
2004-08-01,8.116188991060735,8.361473097637191,7.966550890674888,7.478941741984088,8.127290252874824,8.174122457618726,8.294129572209238,8.27990495931148,8.732419507250306
2004-09-01,8.51141365754702,8.611553680975835,8.337634053070806,7.7337179931265725,8.377397397270794,8.555580827534552,9.576789909952094,8.470399751607607,8.79009061520136
2004-10-01,9.981222503107752,9.904673076125947,10.242828110881437,9.291524917361825,9.711548912469782,9.679051917457887,10.117493039046993,9.849864731996684,10.49290270819586
2004-11-01,11.251614780708248,10.572067016596046,10.349183253451542,9.912986368060192,10.422944966851027,10.370915996473856,10.57706940087116,11.417670170055823,11.418567390311392
2004-12-01,10.660028945365172,10.053990718572864,9.706397744316252,9.298998575561175,9.760760430652075,9.673030694586883,10.225193752797637,10.737384651152894,11.0096052970003
2005-01-01,9.681762506655573,9.57360313849124,9.267067086728488,8.786087007115066,9.088456305921149,9.441872327848726,10.10665716116014,10.211792201207272,10.813028579779248
2005-02-01,9.322462818615936,9.661474890059594,8.914601255365723,8.945638121066768,8.876169940310465,9.152010080876213,10.439978820928511,10.245186537735886,10.657947780614206
2005-03-01,9.080393579041118,9.751849228625234,8.862763877439999,8.92030785499643,8.676653012349927,8.965444225964527,10.475199239688113,9.914953688849312,10.680784483295511
2005-04-01,9.265356053716056,10.214963987192377,9.093406918817381,9.125675005293584,8.965428587905713,9.068154630481931,10.38642202604937,10.044067309522298,11.033137703283792
2005-05-01,9.194607200727077,10.158391648293543,8.9306719859415,9.030843799809643,8.912626052697757,9.004137521459613,10.271721839691413,9.873871285390221,10.746365771566474
2005-06-01,8.908016216574971,9.723946961021127,8.60034961186062,8.672497729055548,8.573123559205692,8.75600910079733,9.956304995771218,9.600748627222368,10.197442702459732
2005-07-01,8.219452789361242,9.0745594785303,7.991172271403756,7.879984095079006,7.996781810359685,8.204311548634042,9.193859588930117,9.04482322379002,9.383714475016548
2005-08-01,7.976199252069125,8.679546799235188,7.589292747542106,7.305350773960494,7.688892499671949,7.8091400970567095,8.645399519776511,8.660969206701369,8.68014644363921
2005-09-01,8.438541806680961,8.850420409855428,7.879197013952839,7.832034423253157,8.159600598069568,8.070091185764635,8.721400665506883,8.734869121055597,8.799986485619579
2005-10-01,10.750524733857038,10.39661449391469,9.288936070126557,9.076428591721987,9.284042108988233,9.327011542320532,9.566137564932038,10.182319303870859,9.94489034730192
2005-11-01,11.116833163176533,11.199653803253868,10.417139514046786,10.155776093558439,10.390219483827929,10.236910572434134,10.13876389968518,10.39540041490965,10.494895209686504
2005-12-01,10.240341810352394,10.72603856704573,9.263934753637,9.151873518195453,10.147635467531217,9.900991753620652,9.454388397920102,10.045080897930383,9.980283125004018
2006-01-01,9.624219239669069,10.561018148890852,8.712832039765008,8.569528295841383,9.868269025351609,9.80842366261932,9.310865770456028,9.619406140606618,9.481627758123071
2006-02-01,10.265104556756851,10.427455897678666,8.744546896215226,8.696256421118592,9.562107187541304,9.947769249582722,9.266833651786117,9.252120165019763,9.503948948697879
2006-03-01,10.595493157255572,10.015390612585364,8.673841255614573,8.934237600658212,9.057508773625306,9.966462229818012,9.334888541004348,9.264520267255335,9.218620219654664
2006-04-01,10.720401651914447,10.058279302261829,9.20531061337364,9.249851714544016,9.487052713349973,10.059381289592553,9.695992537205932,9.600520586029306,9.440711785833194
2006-05-01,10.464241779791422,9.835996723109313,9.130674738341328,8.974318177652703,9.459716521511552,9.9103115703028,9.586751744594633,9.732247837978523,9.389880582051923
2006-06-01,10.10293595457632,9.516615074048124,8.624592585671452,8.589506959291818,8.993587326702153,9.603598529688794,9.427224613568713,9.512686793288289,9.180602841581129
2006-07-01,9.272640961694577,8.741400571270917,7.9580409471609475,7.717243855330187,8.251470197925407,8.873942818646464,8.742261344380843,8.571453085912148,8.537995694676011
2006-08-01,8.584346073586369,8.253835391726811,7.570072501918304,7.285354006779374,7.706866969808412,8.291092299625165,8.347643786120777,7.9613331135539545,8.232326117697294
2006-09-01,8.766532835430171,8.53826731175459,8.596928688139437,7.845105179704635,7.9184782515279615,8.463368661890962,8.773729882775491,8.064736975461303,8.571945903060495
2006-10-01,10.526314216096502,9.927944445289253,10.338068088430843,9.27108697300103,9.660985777124887,9.678507719248113,10.84808435695015,9.43281876913324,10.562028797409521
2006-11-01,11.006940419450078,10.819263521376095,11.068386804817411,10.286636152509805,10.118609853241027,10.24879228052258,11.29819400822645,11.046908601143501,11.072720259082022
2006-12-01,10.087732270068603,10.40461733538287,10.301429264823717,10.022874872943172,8.992331501159407,8.973938387979032,10.623770532245539,10.964639309443886,10.617021455951585
2007-01-01,9.019641062598977,10.574601280555667,9.434186684197993,10.172445202376286,8.676698088793312,8.58626984909318,10.000128907020802,9.14488225615051,11.380693333499682
2007-02-01,8.826106091659224,10.207990454396583,9.202893029064033,10.244736576389986,8.879542062822415,8.58740036835691,9.688731703512634,8.83423034016057,11.74234669354659
