,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r8i1p1f2,CanESM5-r1i1p1f1,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,UKESM1-0-LL-r1i1p1f2,GFDL-ESM4-r1i1p1f1,UKESM1-0-LL-r4i1p1f2
1995-01-01,9.645463787248028,9.281985978910551,10.682389513345457,10.0279316624652,10.172838865489673,9.336824530482527,10.55445863423259,9.5507847887841,8.992899021880293
1995-02-01,9.666491476311686,8.923595631429576,10.0849673544375,9.738718233591843,10.137867619317461,8.857919279424012,9.587083852451745,8.7664301420208,8.60393177175996
1995-03-01,9.307319491067961,8.169640322996223,9.478019250946424,7.761387842633012,9.703332021500897,8.403714619397787,8.404961913826194,8.541099542517301,7.94953384473524
1995-04-01,8.338534521574454,7.667464959226277,8.692717760112549,7.443605041306005,9.117467874379702,7.6550420238510775,7.268560066713122,7.596731452873835,7.4589868610873244
1995-05-01,7.548757569538453,6.854530276389892,8.149977287749259,7.024959757260902,8.437279926234888,7.13981827643534,6.587424018521875,7.13986754977764,6.5891532272545374
1995-06-01,7.219424098381473,6.486372403948307,7.733368595942949,6.781376205817312,8.125223025429143,6.890126637574935,6.216447695752635,7.351419868084565,6.434152629686547
1995-07-01,7.259596897032285,6.7651111014748615,7.480249024158771,6.98484842793437,7.8704498427392835,6.8333969722033645,6.360546152572263,7.369171882443018,6.764029503883616
1995-08-01,7.335585903064767,6.857715429744526,7.374166068098629,7.191215713367798,7.633777355066575,7.0074833512795776,6.614296915430473,7.173135163286437,6.883096446959262
1995-09-01,7.414464402208239,7.0083725517667546,7.390225038760621,7.324108851293977,7.738746164374149,7.2007696846769225,6.957415916170581,6.780429390243592,7.0875398273466175
1995-10-01,7.577823680694713,7.186039930332295,8.464877507287538,7.8580862272039855,8.386178566788873,7.337752147993388,7.287650572904215,6.768240199767575,7.935588811271518
1995-11-01,8.600693098197262,8.094664795602009,9.505891373999553,8.344954984987732,8.872234367180141,8.647833741098866,8.777660638422763,7.455408729846418,8.44543505833748
1995-12-01,9.597757012812435,9.497261308901948,10.130512225210273,9.604168679352501,9.601380944871273,9.707199005670473,9.816517167725877,8.626709675440603,8.961955150338317
1996-01-01,10.124920627664086,10.613009597091278,10.661846433490641,9.92398041624313,9.00664013775507,10.15908115282781,10.095955993189447,8.975731755788908,9.127074009726385
1996-02-01,9.971346618089779,10.621095844482593,10.36081343855644,9.406947617067267,8.677397195546513,9.969708503974543,9.416816557909307,8.878465085415339,9.053065710603912
1996-03-01,9.398414924175851,10.450675827781671,10.154892284205546,8.532116944678169,8.743739211818289,9.178409838657704,9.042491749000128,8.158837425795317,9.072474162618342
1996-04-01,8.441626357957423,10.089067752920586,9.296130237887443,7.7371855438854,8.206722453009103,8.323577490684155,8.559411857192327,7.751415222351987,8.633104646278873
1996-05-01,7.774764247197278,9.37399159155719,8.448286373652008,7.107339951568652,7.558677595996747,7.866285310251098,7.690366528631188,7.1723820573262485,8.015529381057206
1996-06-01,7.528644947012463,8.904672112337714,8.138421243454069,6.926820255397358,7.9237046617757585,7.856536250184831,7.210534190215688,6.484947620053521,7.531310313755882
1996-07-01,7.487030250522401,8.538004484439467,8.089006129904494,6.7639217562577,7.623871865132925,7.809061161669001,6.9423839825365015,7.030087446216228,7.53480998493432
1996-08-01,7.486316880803084,8.315534492727098,8.042369791180908,6.7886613488809875,7.603976268551513,7.811121791524299,6.895774131575866,8.32906443851609,7.5387421275216475
