,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-r1i1p1f1
2006-02-01,6.889963741323079,6.8680185299113345,6.789387384032183,6.814953933537137,6.9104935070657465,6.911501431476736
2006-03-01,6.952887588109608,6.930942376697862,6.852311230818707,6.877877780323668,6.973417353852277,6.955587937306218
2006-04-01,6.980049019413687,6.958103808001945,6.8794726621227875,6.905039211627747,7.000578785156358,7.061424796372187
2006-05-01,6.856358852565019,6.834413641153277,6.75578249527412,6.781349044779079,6.876888618307688,6.896410469820006
2006-06-01,6.594136702817639,6.572191491405897,6.493560345526742,6.5191268950316985,6.614666468560309,6.568512500479643
2006-07-01,6.427575812684765,6.405630601273023,6.326999455393867,6.352566004898825,6.448105578427434,6.401951610346767
2006-08-01,6.2909852062435885,6.269039994831848,6.190408848952693,6.215975398457648,6.3115149719862575,6.265361003905591
2006-09-01,6.242809181724797,6.2208639703130535,6.142232824433899,6.167799373938857,6.263338947467468,6.217184979386801
2006-10-01,6.3694411825661135,6.347495971154372,6.268864825275216,6.294431374780173,6.389970948308783,6.343816980228116
2006-11-01,6.448187788394063,6.426242576982317,6.347611431103162,6.373177980608121,6.468717554136732,6.422563586056064
2006-12-01,6.5970480714669275,6.5751028600551855,6.496471714176033,6.522038263680988,6.6175778372095975,6.571423869128931
2007-01-01,6.731997272435646,6.745677545298048,6.642479956531737,6.628535608818661,6.703888006713395,6.730042302174108
2007-02-01,6.892846415418744,6.906526688281145,6.738205353805525,6.789384751801759,6.864737149696494,6.890891445157206
2007-03-01,6.955770262205273,6.969450535067674,6.816662915467296,6.852308598588286,6.927660996483022,6.953815291943734
2007-04-01,6.982931693509352,6.996611966371755,6.916758286105613,6.879470029892366,6.954822427787101,6.980976723247814
2007-05-01,6.859241526660683,6.872921799523088,6.7479866735993586,6.755779863043699,6.831132260938434,6.857286556399146
2007-06-01,6.5970193769133045,6.6106996497757065,6.456857608177402,6.493557713296322,6.622154042502001,6.595064406651767
2007-07-01,6.43045848678043,6.444138759642832,6.329538668022772,6.326996823163444,6.402349221058179,6.428503516518892
2007-08-01,6.293867880339253,6.307548153201656,6.204350564435343,6.190406216722268,6.2657586146170035,6.291912910077715
2007-09-01,6.245691855820462,6.229495363985566,6.156174539916552,6.142230192203478,6.217582590098213,6.243736885558924
2007-10-01,6.372323856661778,6.3860041295241805,6.282806540757867,6.268862193044792,6.344214590939528,6.37036888640024
2007-11-01,6.451070462489726,6.464750735352127,6.361553146585816,6.3476087988727405,6.422961196767477,6.449115492228188
2007-12-01,6.5999307455625935,6.6136110184249945,6.510413429658684,6.496469081945609,6.571821479840343,6.597975775301055
2008-01-01,6.682710362181799,6.7509148066955325,6.657747433668248,6.6301571032004025,6.730880635417683,6.694908917016718
