,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-r1i1p1f1
1999-01-01,6.885005926439429,6.914294447867497,6.796949614921405,6.825122477069532,6.894536894895849,6.934295233878719
1999-02-01,7.036434336713327,7.065722858141397,6.9483780251953045,6.976550887343433,7.045965305169752,7.085723644152619
1999-03-01,7.124860609949804,7.154149131377874,7.0368042984317825,7.0649771605799065,7.134391578406228,7.174149917389097
1999-04-01,7.149945754665805,7.179234276093878,7.061889443147782,7.09006230529591,7.1594767231222285,7.199235062105099
1999-05-01,6.962792688483628,6.9920812099116985,6.874736376965604,6.90290923911373,6.972323656940051,7.0120819959229195
1999-06-01,6.7343581453025045,6.763646666730579,6.646301833784484,6.67447469593261,6.74388911375893,6.783647452741799
1999-07-01,6.694580528276478,6.7238690497045495,6.606524216758456,6.634697078906583,6.704111496732903,6.74386983571577
1999-08-01,6.6765561673880045,6.705844688816075,6.588499855869981,6.6166727180181075,6.686087135844427,6.725845474827296
1999-09-01,6.581118513467983,6.610407034896054,6.49306220194996,6.521235064098088,6.590649481924408,6.630407820907276
1999-10-01,6.561861128104607,6.591149649532678,6.473804816586584,6.50197767873471,6.57139209656103,6.611150435543898
1999-11-01,6.559141381552196,6.5884299029802635,6.471085070034173,6.4992579321822985,6.568672350008618,6.608430688991486
1999-12-01,6.712705701346757,6.741994222774831,6.624649389828737,6.652822251976862,6.722236669803183,6.7619950087860525
2000-01-01,6.925583641745264,6.920455734693849,6.794268768195754,6.837085130315244,6.933821622494345,6.900544802981984
2000-02-01,7.077012052019165,7.071884144967751,6.9456971784696515,6.988513540589143,7.085250032768244,7.051973213255884
2000-03-01,7.1654383252556375,7.1603104182042285,7.0341234517061295,7.076939813825621,7.1736763060047215,7.140399486492361
2000-04-01,7.190523469971643,7.185395562920227,7.059208596422132,7.102024958541622,7.198761450720721,7.165484631208362
2000-05-01,7.003370403789463,6.998242496738051,6.872055530239954,6.914871892359444,7.011608384538545,6.978331565026182
