,CESM2-WACCM_r2i1p1f1,CanESM5-CanOE-r2i1p2f1,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CESM2-WACCM-r1i1p1f1,CanESM5-CanOE-r1i1p2f1,GFDL-ESM4-r1i1p1f1,ACCESS-ESM1-5-r2i1p1f1
2015-08-01,6.413302907922287,7.0346512813400075,6.8448361813118055,6.534544513492652,6.809632951967102,7.0475789039371595,6.6947152236218646,6.114801097074496,6.974219101963805
2015-09-01,6.619128506117949,7.231986643823223,6.729045689230528,6.646532542405004,7.074958538800744,7.504534574510987,6.785888674684571,6.3114190123293294,7.166004216338527
2015-10-01,6.600851221569066,7.334753963077687,6.816268479822856,6.728838425965988,7.369455249391482,7.529545583696907,6.918922952459552,6.257474444820907,7.25901374114047
2015-11-01,6.700853749918142,7.415524380971212,6.880849334039137,6.808303219332927,7.654342260690623,7.168082828159842,7.212344600489872,6.8334845210120525,7.318519633745625
2015-12-01,6.955639262687645,6.849573049553733,7.007729437304016,6.796685747525909,7.814774925123384,7.06375456696392,6.840464323053439,7.151648565073668,7.468130658520914
2016-01-01,7.273096308214245,6.266430640670079,7.3975891300306476,6.646167339410218,8.091989116402027,7.261741416443237,6.51141529841218,7.233222002444588,7.49047746781153
2016-02-01,7.239997174102411,6.099379641999142,7.116653404038308,6.396928196974843,7.76170078776241,7.348887212593901,6.25520262376799,6.722004999919494,7.074395601429069
2016-03-01,7.066791211578321,5.77932163764983,6.706429352593629,6.179898983599416,7.242842205712781,6.979560411311043,6.035256297844187,6.398775885093106,6.827456574576072
2016-04-01,6.7928578230396415,5.6404145221042885,6.10413329558998,5.883502140530926,6.876449398857468,6.622952510372838,5.820982748296718,6.066069479049383,6.5898781207545
2016-05-01,6.7207029620516385,5.540866564033786,5.918543720864668,5.865818821852912,6.576516709574893,6.486710686399517,5.6750525462888275,5.931689353547332,6.314465324494768
2016-06-01,6.6952433555027975,5.583375352123985,6.0266097377979495,5.90737072115745,6.5814917888802045,6.551287562790724,5.668828877969174,5.862125160504387,6.30752907567975
2016-07-01,6.916293886663864,5.840699448058947,6.166796397148416,6.109403729023075,6.710908191901418,6.806701047731254,5.864783114429732,6.095970586658241,6.343824979946589
2016-08-01,7.2145390644955505,6.257562929535973,6.421124088037226,6.385452127199778,6.971793944466003,7.26146784646185,6.1275280265952885,6.509128999759732,6.627771793191718
2016-09-01,7.397516098010786,6.4606968024476625,6.6231398075319134,6.559819883091192,7.205602248439777,7.276132431304027,6.346856100698602,6.678384786846723,6.832023621882785
2016-10-01,7.7569826779853,6.681268493911171,6.804519623696749,6.6607518683183695,7.192738711019183,7.2098752351835635,6.292634417656977,7.126727320269728,6.952436055268752
2016-11-01,7.4635267647202514,6.8198713783902765,7.292664077770729,6.797333931722162,7.477989731425889,7.245120436176291,6.24576953995108,7.537271783579338,7.031394618496691
2016-12-01,7.3444617778260275,6.467944608200607,7.641909012618292,6.902237760866259,7.424786593226829,7.026997061807889,6.567483354565866,7.451831208562991,7.106467703083052
2017-01-01,6.780732325335992,6.603704483328682,7.696867818232702,6.7815809346436176,6.585530378706786,7.242532006282854,6.840071381314491,7.241987218251469,7.070405383095814
2017-02-01,6.802056244562388,6.809311793485676,7.775997806269617,6.429367709824388,6.010613511648012,6.977447589611112,6.81580903226972,7.48924214649608,6.924179331293145
2017-03-01,6.736198980743112,6.869237540695406,7.978455740048226,6.10209099956024,6.2704024649860415,6.7828985291372135,6.667981578892581,7.4028802137702785,6.9387022178263225
2017-04-01,6.402673233717543,6.35438711042824,7.63663410295671,5.827154408207746,6.14264942625694,6.5440017692492525,6.290697660566961,7.138437644374934,6.774934769814019
2017-05-01,6.355797485781454,6.313799824332116,7.3790332683229405,5.792426476216527,5.934259803503964,6.402697678125597,6.277883676348552,6.943149744237603,6.663544881253382
2017-06-01,6.435023521976718,6.362329607481103,7.262593477792683,5.802122182543006,5.88381045397446,6.390823166088783,6.159367134525329,6.932797900520827,6.646305579700604
2017-07-01,6.722866266538662,6.500959682993094,7.319895540015677,5.972103503401918,6.173472120141209,6.5488064080256745,6.213538978547497,6.764413197378973,6.733241934353679
2017-08-01,6.968056720916058,6.918425664555111,7.363398794471452,6.2626251819369925,6.420163311424438,6.8504105546921386,6.577182150645143,6.8696263092109815,6.688177066911349
2017-09-01,7.207451751926781,7.133578816427216,7.3365733429943525,6.424836859970817,6.622246727673308,7.116462005019063,6.698030392547087,6.793202373482178,6.846486468193286
2017-10-01,7.724153105582787,7.1089823031130885,7.366597209833972,6.522191397689516,6.740257645943164,7.5197002682036285,6.6920652230933495,6.939645177709654,6.93925930541643
2017-11-01,7.617524332392215,7.380057724629588,7.452054589705534,6.598287378180393,7.058362149369848,7.019569202452952,6.683826311199244,6.714710713105749,7.074825524780054
2017-12-01,7.479885992542959,7.1330718880447055,7.498915281855875,6.5381482028121365,7.294204827527977,6.867125375496918,6.982194485491125,6.851830272928708,7.477560589032614
2018-01-01,7.080837977387708,6.352689068771093,7.6972959788831075,6.389314885000322,7.382219714295216,6.9717126718328775,6.951989150948696,6.6975786329882725,7.23156074431031
2018-02-01,6.5921048446278565,6.3623524104297555,7.6834654104054785,6.2621366935163065,6.904843859172933,6.571251082703341,6.679006513602718,6.8073358648935365,6.9328002328716405
2018-03-01,6.279527156251165,6.178005451018232,7.5404295501900975,6.189360271785718,6.689387724466385,6.323955069389954,6.761753183214967,6.678698862408424,6.641572677378172
2018-04-01,5.977239876448968,5.975557947622495,7.0492507719072375,5.878723617323573,6.566246760166725,6.034613478627647,6.498839165514445,6.357130585909058,6.46160945115462
2018-05-01,5.784954322221299,5.914327253336017,6.887106419670872,5.717981187738452,6.4288991809440255,5.9678005313644515,6.356764643175143,6.318537356619222,6.350999377791497
2018-06-01,5.862335226064004,5.922209943913398,6.787854004700064,5.7046987615847895,6.406258765621541,5.987675581100613,6.318515728283416,6.303385648526389,6.417450131120544
2018-07-01,6.014439827107746,6.131168122923462,6.89016578136755,5.897834402756375,6.563025571355604,6.383311373339502,6.504025316251781,6.483917149952463,6.602847993096936
2018-08-01,6.452493016306976,6.3850785382993935,7.027302062281683,6.232658138068137,6.810831989838027,6.712392921582707,6.77878632719096,6.80960481240975,6.758637616495818
2018-09-01,6.58560717003607,6.5616154413300976,7.19322310805977,6.382414484286919,7.066437214779707,6.861020420335425,6.9611770484886755,6.999379325305827,6.890548243003002
2018-10-01,6.339771462951963,6.629083617300818,7.261000990476343,6.5072293474255325,7.175806416041003,6.908669606628844,6.7935195680206535,6.981052826735767,6.978313781063445
2018-11-01,6.746422976146581,6.3922143145000625,7.4515478736619265,6.410041975080604,7.37010826224447,7.101165279903388,6.9901386084844335,7.0956534708997,7.081681862899069
2018-12-01,6.741272879628122,6.344978285707022,7.532141944300108,6.421782055604442,7.5657514024272094,7.478286488768062,7.588047400034426,7.5033269696864435,7.212515516706607
2019-01-01,6.152701922258946,6.247280161667093,7.055395144546839,6.330062717441372,7.695069662217947,7.685862186454472,7.263982549769077,7.294698227685016,7.2867321875401245
2019-02-01,5.6826415975869535,6.307268149688992,6.532193410079506,6.1065828158934226,7.262740915440668,7.326474371191924,6.308621507376998,6.8777644926579065,6.9794693110475094
2019-03-01,5.3749050898500945,6.302308687266704,6.351005115838148,5.8587956596669235,7.181901371184504,7.19355763678215,6.5161527183995815,6.320747042576486,6.628701775774594
2019-04-01,5.131493356098456,5.938693227342203,6.186147697509411,5.589118218935001,6.922866211081822,6.839462259400178,6.474847304580098,6.082421080047323,6.375266966529534
2019-05-01,4.983544633051224,5.724422714432646,6.108118294552332,5.577047006174109,6.678359496831438,6.675174531850589,6.434448158796822,5.937479426565743,6.049430429618455
2019-06-01,5.032446657533775,5.740846050204829,6.194039293879375,5.744135626486013,6.583700864547639,6.802589741133177,6.43222206963485,6.163407590435572,5.966376944694031
2019-07-01,5.332183835138906,5.883141163609791,6.4301789278962085,5.960140663618324,6.7647556102403525,6.968861392242575,6.5998944410041736,6.486025198974843,5.994656614286052
2019-08-01,5.821461230697883,6.195128610385844,6.777935466701852,6.289004436449393,7.084745227956327,7.164685331968916,6.906773397597678,6.658872108163698,6.326896166840728
2019-09-01,5.811858855559107,6.399790751249131,7.030996472731857,6.543319129588183,7.2188564941596285,7.326051321342669,6.9937140267200375,6.856981080415633,6.516583788219459
2019-10-01,5.91267443617409,6.654617227335407,7.111374293613702,6.702359354270357,7.327865565207242,7.188306355988266,7.0349747206370505,6.922920706145697,6.526726352932347
2019-11-01,6.267599063251582,6.996815888362549,7.191435067389483,6.721385849060455,7.49412659080237,7.532289499370768,7.376117594060452,7.9173564256501905,6.706625398034262
2019-12-01,6.509419280117571,6.9568343008855855,7.733576641176728,6.7848936992186255,7.7176778343854,7.818052788280749,8.097836793821362,8.205245366806349,6.961822879152738
2020-01-01,6.83698085447879,6.769655788487103,8.007069066195243,6.624876813454499,8.099064728081187,7.639215661885087,7.880154899332245,8.044723149038907,7.117392827859601
2020-02-01,6.663678865264281,6.25999947207994,7.789472221632986,6.395938420906107,8.342654595796553,7.175668137099493,7.732811098426574,7.7990375541582955,6.846796784444528
2020-03-01,6.501456690385842,5.952297100499581,7.740807712815098,6.078673765012172,8.157225048473297,6.704679557676167,7.639793891460223,6.957905052731488,6.562309925613936
2020-04-01,6.310238741558816,5.679869738589777,7.552959492590091,5.667576830732084,7.759839101363124,6.3409156431938944,7.281222531591097,6.296222853598057,6.187393876588432
2020-05-01,6.1163057316680085,5.672105517467759,7.332482418476722,5.586333180100915,7.318233430512858,6.310895332166388,7.0368489526268485,6.2095918952247136,5.894070862430157
2020-06-01,6.12894850357703,5.565194214724107,7.299717203581196,5.57888306099163,7.124146306987256,6.380673071606282,7.007097883199866,6.103675301068537,5.837624286111652
2020-07-01,6.113790025567268,5.76503204414264,7.37241938537338,5.804420715489105,7.175498747720063,6.597044310078255,7.0222434888877725,6.3075599760061705,5.8142475884635045
2020-08-01,6.3968558963477005,6.088991512143768,7.633372671764799,6.20178932357146,7.3763508352316824,6.9177720346221925,7.208278651665645,6.575057762943167,6.034225356280512
2020-09-01,6.488101147169408,6.3005555708257805,7.760112802213807,6.320296403999822,7.538535593122869,7.0761163100542985,7.2814644547666205,6.531191198621928,6.2757361376887815
2020-10-01,6.67849864089172,6.3881063202996815,7.598409708256308,6.322915819232064,7.759889977505455,7.105713732431423,7.313098396404426,6.644841533279482,6.606650933535914
2020-11-01,6.7342988990306605,6.670005687509687,7.588990211140053,6.262358753961845,7.801234355916343,7.3588519597450945,7.413872491399652,6.724316292574173,6.645297466986303
2020-12-01,7.028272098417737,7.2724860242402976,7.37193983889504,6.328728339866282,7.641810835316321,7.573567846334796,8.022843674239597,7.107619471839657,6.730046198558374
