,CanESM5-CanOE_r1i1p2f1,ACCESS-ESM1-5-r2i1p1f1,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,CanESM5-CanOE-r2i1p2f1,UKESM1-0-LL-r1i1p1f2
2014-01-01,6.426136738623309,6.19106395122374,6.541060484622173,6.060801392859355,6.273675661264509,6.230611727669905
2014-02-01,6.641206512690902,6.405813243510359,6.6680700752429605,6.399781478924664,6.517094255312056,6.243042047867547
2014-03-01,6.746055567044289,6.493596194164812,6.574000413715052,6.624708927417787,6.581312675021379,6.524115014871811
2014-04-01,6.741677272593418,6.564371945798488,6.448807390158862,6.685407148741473,6.615173648209607,6.427016567074483
2014-05-01,6.670642365634034,6.467332990233022,6.307600453566854,6.3716108820914386,6.471049895185732,6.478123867597443
2014-06-01,6.411945313988854,6.261175318450014,5.994111950409308,6.0912996554705465,6.2162038334902405,6.143566069346282
2014-07-01,6.25226519128168,6.087379015496918,5.954202635305946,6.096720579599742,6.015772544995601,6.0205710690217
2014-08-01,6.1069341861239215,5.870030665253368,5.916029909557768,5.967899969803443,5.889230434511242,5.921723170034335
2014-09-01,5.990807659327384,5.823531011635763,5.862805535568205,5.925356884756391,5.848872203917888,5.78601337628856
2014-10-01,6.051003882448177,6.05477629866921,6.0171796617779325,6.091804863311719,6.008180905034727,5.811363131120496
2014-11-01,6.129720818056634,6.180192195748298,6.009801834739897,6.208025249180663,6.0480500849179135,5.968402852783371
2014-12-01,6.262627444791195,6.3461378803541635,6.245919799690029,6.221376453821208,6.172424929423021,6.070174742678762
2015-01-01,6.36355313524711,6.3637104229477215,6.379689658482933,6.394408948280254,6.268575897970284,6.343438873832191
2015-02-01,6.620746488362517,6.524688387539909,6.577899958569808,6.643523504713088,6.396965179400908,6.212469224556618
2015-03-01,6.726177761533878,6.560784569538503,6.596943361452104,6.638071794607184,6.542113537818612,6.795555462461312
2015-04-01,6.757194317798785,6.569672655107219,6.459977166618558,6.652697520748264,6.568809108739022,6.7577350060604475
2015-05-01,6.602352405963432,6.422567698992822,6.308489084388379,6.530252589324138,6.3271688473336445,6.493405152624018
2015-06-01,6.267716279558085,6.0852313872313495,6.061179312269343,6.168081920868331,6.064973749233008,6.373770283126609
2015-07-01,6.207278773676951,5.936201116628151,5.9143140979471625,5.966006806003045,5.851144695480201,6.239386043795797
2015-08-01,6.0667797873585085,5.675933941846773,5.840680869488961,5.809870481813682,5.72403365213267,6.030251839586879
2015-09-01,5.99439045987849,5.742049264001316,5.858252570945071,5.7522785561889735,5.7571335207296706,5.863558230867574
2015-10-01,6.018879205089996,5.914420368674178,5.965936562977669,5.980291136727816,5.946938213780032,5.918539614648532
2015-11-01,6.143579840799563,5.9865174029473405,6.079556006760657,6.015977145295768,6.024552437554535,6.095857533848707
2015-12-01,6.299637442936782,6.0946185245667275,6.144482914678202,6.456714190790789,6.160211466340513,6.37212187250387
2016-01-01,6.578509779533577,6.147571795674796,6.388747490274278,6.673413612974228,6.302907477026133,6.436166348622168
2016-02-01,6.758991449235437,6.3665428271227595,6.694978490618388,6.764576402966576,6.528790317601232,6.429535167621774
2016-03-01,6.832487663593266,6.491268564664379,6.714124526643473,6.808714474469057,6.709233052169241,6.610988488126106
2016-04-01,6.842125883171949,6.53990648873827,6.686622383412832,6.848907780985343,6.8073074139618575,6.467614167818246
2016-05-01,6.8461159058255925,6.295236640226209,6.704992443933701,6.785352775085416,6.6271056859041115,6.284807652379571
2016-06-01,6.45878179225021,6.095287232354362,6.399609924878218,6.513552800444857,6.462021133593013,6.207696084665943
