,CanESM5-CanOE_r1i1p2f1,ACCESS-ESM1-5-r2i1p1f1,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,CanESM5-CanOE-r2i1p2f1,UKESM1-0-LL-r1i1p1f2
2014-01-01,6.67273124444405,6.240892938070737,6.8435942568263215,6.153198087244466,6.422683068929081,6.390494335914893
2014-02-01,6.8446210240482905,6.467915685569332,6.891535460540067,6.518324023351017,6.702465169592746,6.328684163232115
2014-03-01,6.9567131402415905,6.621545968471901,6.749235823458992,6.8321442923283575,6.801277592199411,6.723585225037507
2014-04-01,6.9438138843975,6.695608735403257,6.523870387693899,6.829720200325755,6.768973256419956,6.478339321307348
2014-05-01,6.835229192820573,6.551597001378608,6.3180386735346294,6.422311138816261,6.593252616873111,6.559832933175571
2014-06-01,6.670394310777991,6.443915873003387,6.055920071899627,6.2060843031022905,6.464752927580425,6.30549470827302
2014-07-01,6.392853343367054,6.1605278325820985,5.951055310072168,6.2015036059858,6.107922916772199,6.087222388201385
2014-08-01,6.269373243945919,5.9432900940429745,6.031886519931412,6.134699441771437,6.016862120370195,6.060897219550217
2014-09-01,6.092134180330294,5.921413824423538,5.923965364337053,6.063087638963005,5.955598115174397,5.812741046169625
2014-10-01,6.050909939531901,6.1508246684172425,6.022025332950058,6.172043961126048,6.071988646367793,5.769322890678911
2014-11-01,6.20607595781523,6.3501655352842485,6.062402395661633,6.336579823258103,6.159805413703196,6.0024428104630125
2014-12-01,6.395487943125353,6.509382402358469,6.3844548801025285,6.3169722484158335,6.274161783321693,6.109985291163101
2015-01-01,6.589520108869593,6.541468301185588,6.612939785844742,6.614735054587643,6.3820397599963865,6.552486609680533
2015-02-01,6.768185497385236,6.58327854476858,6.714120184866395,6.879270631735605,6.455414183726221,6.2866368394023295
2015-03-01,6.770455955607103,6.796520387065438,6.736407944774148,6.7792254928902445,6.514026760512108,6.438537160587734
2015-04-01,6.790863867307688,6.803109126486023,6.7061629430081835,6.8690968069714655,6.574849009703867,7.067992507669771
2015-05-01,6.543544524012918,6.767084647755532,6.256799281274514,6.547438470631257,6.542176604846087,6.9616840074009865
2015-06-01,6.3125376017408295,6.658110725703106,6.1101013936093445,6.265859255407318,6.216626178599542,6.8698608660128935
2015-07-01,6.145311744317308,6.107009255984162,6.056409443470652,6.065247039764383,6.144232828096582,6.492486842073556
2015-08-01,6.093564603952652,6.037598741410153,6.05034245932592,6.144222677402548,6.127539706532176,6.367833017494611
2015-09-01,6.0851979163934375,6.003514395408122,5.9009062778660235,5.923086503477262,5.984152090312972,6.186610194306042
2015-10-01,6.229996811354915,5.900482435696018,6.0803656726562325,5.9728155836911725,6.041962455434547,6.095516433453536
2015-11-01,6.376331979200777,6.318909489121938,6.3594842643501925,5.967109398259757,6.1547155366820885,6.038606631617772
2015-12-01,6.5473142284754955,6.563752496902972,6.566722038367216,6.462708712253146,6.3174739366807415,6.14587520642664
2016-01-01,6.7422386295425385,6.916785080959762,6.679540720002941,6.699927953656329,6.451445822422245,6.037584250838702
2016-02-01,6.921813280731982,7.052791559395398,6.886348178586527,6.698408580589732,6.5970721815229325,6.122986725878032
2016-03-01,6.986776235664045,7.237394186923537,7.040569243158168,6.70144373725225,6.663496300150938,6.951951577728423
2016-04-01,7.0226512457978725,7.166055947391447,6.754335837629792,6.761841230856546,6.615802548489777,6.57024900051672
2016-05-01,6.790246303696767,6.8205733785399385,6.6189748755826425,6.92512601398553,6.563238250075492,6.1970106887400735
2016-06-01,6.215333734269693,6.423571254720078,6.313855151601327,6.6472797123980545,6.279830727594836,5.869312404908064
2016-07-01,5.876514059780402,6.449282816394409,6.000061799259299,6.280242630743787,5.9877569458370985,5.830231610119529
2016-08-01,5.899776921776812,6.218287213099844,6.06893216314986,6.019027375569804,5.838604971094444,5.909926066609982
2016-09-01,5.910865138266053,6.144321133041909,6.06981113094432,6.111816005068579,5.866940093593189,6.057973421067932
2016-10-01,6.170459118637228,6.353141426538098,6.1261120501450055,6.246305736858265,5.874723338093102,5.972874288291056
2016-11-01,6.1383392933426455,6.48648081682073,6.248649102302292,6.504775613820013,6.05189688117454,6.199312557859126
2016-12-01,6.302725295963707,6.452135551342551,6.372782224379303,6.541116422976329,6.133601811056493,6.595838770966683
2017-01-01,6.589380127075099,6.34489036589388,6.286461157493117,6.8840864655924054,6.299326961680848,6.730568683235877
2017-02-01,6.794115223346875,6.489639048907204,6.8357082255882275,7.2572167056374335,6.460406426348107,7.165265853528457
2017-03-01,6.8816766635591975,6.55441737972154,7.331514272797989,7.294079654623605,6.663315337886193,6.975621050168821
2017-04-01,7.034946951120127,6.514427096316018,6.933407330817474,7.0326884334762845,6.881413415277767,6.860258795305654
2017-05-01,7.040541308512566,6.464367666938854,6.670711941419464,6.706248882586312,6.822588633556303,6.672605494521597
2017-06-01,6.720427094850113,6.2599264677267,6.4122656369103925,6.4826114529231775,6.3916472188761615,6.535645240870913
2017-07-01,6.642290261077207,5.996759268170755,6.344923846856936,6.348645931033497,6.107057542261352,6.252856605429662
