,CanESM5-CanOE_r1i1p2f1,ACCESS-ESM1-5-r2i1p1f1,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,CanESM5-CanOE-r2i1p2f1,UKESM1-0-LL-r1i1p1f2
2014-01-01,6.433205514915054,6.249135226242441,6.640879468175689,6.045241831278116,6.30240738586481,6.268164574304957
2014-02-01,6.631695016518595,6.404533653390486,6.7402272316772365,6.3419659004199325,6.534408687103029,6.245625932752474
2014-03-01,6.823042069174584,6.5250506204135394,6.6212238864806965,6.654017030098142,6.634414713927272,6.560398942096759
2014-04-01,6.859654318038952,6.669233393935651,6.566876540030003,6.826218290393016,6.773905231345547,6.547182797781655
2014-05-01,6.753142936215332,6.546843071065968,6.396601115485527,6.444541231549947,6.521042861130746,6.632543778157706
2014-06-01,6.51389510961793,6.3091000152256225,6.085731912333567,6.171118645684973,6.309876827098408,6.251583571340142
2014-07-01,6.4313829119293615,6.234318651834108,6.07420671275684,6.209833992159537,6.16880477994096,6.189101199120433
2014-08-01,6.3963484817311285,6.143993916433841,6.200098281161523,6.204457534855324,6.159902530281372,6.17602470123685
2014-09-01,6.25726210298378,6.040040353488602,6.176667578579009,6.129862898155445,6.073306894100415,5.995930699964809
2014-10-01,6.1816278062829975,6.140742636641259,6.1999795737357,6.200493053792652,6.138175287100732,5.905697676611043
2014-11-01,6.181941612124209,6.20825076879017,6.054079005419034,6.254714686382261,6.051591213008356,5.9949016077249375
2014-12-01,6.290709720273813,6.387962348862629,6.287272763738838,6.267457795488174,6.219073651720468,6.118180774622941
2015-01-01,6.407953419623072,6.430914146045756,6.434978023574108,6.437886902610232,6.331412989106102,6.310720151681682
2015-02-01,6.610562144426438,6.56226468891889,6.632666454762198,6.682876703579872,6.447653439606537,6.248182368103762
2015-03-01,6.765858254208548,6.5973747330687385,6.674524939758991,6.705172651321522,6.603710582091097,6.853148404416984
2015-04-01,6.909700031367233,6.728884171428997,6.585856942625166,6.798599111236293,6.704296688581735,6.850618787449459
2015-05-01,6.692450980877372,6.499963478748188,6.3934908898995175,6.620399117487774,6.371689345392598,6.574963412632016
2015-06-01,6.357776353557585,6.157955129738222,6.140511681297699,6.252445327491598,6.128451700558236,6.4640692960762385
2015-07-01,6.391148794655088,6.066085384108687,6.018041541523429,6.0615445450896965,5.961991555701034,6.428153025022052
2015-08-01,6.367875831870804,5.9542793078748275,6.073646517683795,6.045271335614871,5.977379946200611,6.327776550536154
2015-09-01,6.2428704358466565,5.9726629639903965,6.044037989926482,5.955774635168147,5.970695573257703,6.128873304320701
2015-10-01,6.144418171550628,6.021467368938946,6.0263597053320455,6.07078568469764,6.0404263630824735,6.0349267114771195
2015-11-01,6.174007210212071,6.005723240600905,6.1027109046623655,6.029959348746853,6.0339710822208135,6.132663734911314
2015-12-01,6.302430469815223,6.142742446508478,6.167990512148907,6.479729130589639,6.147471706974095,6.413291476832736
2016-01-01,6.667594316483817,6.1765373465178826,6.448143853878236,6.737311562218029,6.325021008468855,6.48952655964231
2016-02-01,6.823978132596687,6.342674409613262,6.762863712227008,6.8427362135462175,6.514964663956612,6.434349735468019
2016-03-01,6.871207453578488,6.525326631721826,6.800521384172011,6.866429006991818,6.700245701939856,6.625291201040938
2016-04-01,7.017505543342726,6.690156326170023,6.861866012563999,6.978483722839979,6.9469566026501175,6.572276523904915
2016-05-01,6.936585111799053,6.360248508146302,6.822544606381293,6.872000130919106,6.671859954218111,6.3497114751265915
2016-06-01,6.629255611083348,6.1862186764048985,6.589554110052927,6.625317823633447,6.524273211679665,6.30903465136151
2016-07-01,6.5169029042086875,6.057344143813863,6.415631024233522,6.3251560235937525,6.531412875035543,6.111007184723778
2016-08-01,6.46092866798321,6.0614874368908005,6.3825994682940985,6.423319816587597,6.334567276571753,6.056502828222614
2016-09-01,6.284304682471182,6.001784485940927,6.1634729134943775,6.3242111730705535,6.189802675300945,5.998572010776068
2016-10-01,6.325423589955037,6.045779099812451,6.102372976998717,6.345724599277794,6.138769948968876,6.18805950737604
2016-11-01,6.265138692943659,6.2139563057360006,6.178447746945618,6.397460607260117,6.133430676434232,6.2397800396395615
2016-12-01,6.2944697660488345,6.243186686253487,6.333647295973784,6.5670182659485485,6.285941898317861,6.376324184328363
2017-01-01,6.590486985177004,6.582133566712088,6.426428903949888,6.7761800644281305,6.483982083973322,6.5166801784288815
2017-02-01,6.74029447087344,6.636523167757077,6.555012592503616,7.006865453720603,6.679525511588326,6.908847661172107
2017-03-01,6.831516631899691,6.6334939198355425,6.514756931206031,7.120300713836381,6.666747576791567,7.032595354638903
2017-04-01,6.9399358857106614,6.6772525184127245,6.338163852876178,7.04849829797627,6.697887287139008,6.951885945271784
2017-05-01,6.545948206155617,6.3620659908405255,6.2682935552335195,6.691480934424781,6.560074824331683,6.803796390327515
2017-06-01,6.455082638290199,6.259790201186607,5.954747892884238,6.4218002698158285,6.565811519243847,6.56076090526366
2017-07-01,6.5181523889354835,6.081358658745394,5.783325264631207,6.336322939003867,6.435218030373925,6.3022564882148835
2017-08-01,6.478789818508696,6.2601900090459175,5.879366824052423,6.415552901326588,6.183777225696836,6.148125940104636
2017-09-01,6.156357256523807,6.274046598097413,6.053304647993822,6.203549959568093,6.078648283691809,6.111000700427155
2017-10-01,6.222402191742448,6.305840241343295,6.105092189916983,6.316058612198918,6.01029165293205,6.2126172285278
2017-11-01,6.233847517060994,6.364081769534698,6.176693789698657,6.166279052149212,5.993622748845147,6.120897916497705
2017-12-01,6.497901668308924,6.348482517709322,6.467413376880232,6.232052195891301,6.088567468824261,6.415137047591192
2018-01-01,6.5906119521259345,6.371887584404424,6.5114275324836415,6.479213378492982,6.260743282000487,6.612243051176795
2018-02-01,6.729026224971343,6.607791834113468,6.523446777479304,6.608458736975428,6.632568547201783,6.769664940870873
2018-03-01,6.824468890283803,6.7063910024337074,6.510106495699407,6.59458837707014,6.826502383719367,6.746014807910147
2018-04-01,6.944424339847584,6.944591525187025,6.567082079032433,6.761353574375867,6.867429442307546,6.938865592634254
2018-05-01,6.362121635160352,6.684829388567084,6.334391390030018,6.549296572489798,6.7637682764126685,6.723553451231574
