,CanESM5-CanOE_r1i1p2f1,ACCESS-ESM1-5-r2i1p1f1,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,CanESM5-CanOE-r2i1p2f1,UKESM1-0-LL-r1i1p1f2
2014-01-01,6.4344178333636926,6.200305549488842,6.650560630032108,6.0219299322591535,6.293008670903977,6.3015105069820425
2014-02-01,6.603210874606647,6.3424398709735845,6.7335351522287645,6.2945228772518265,6.548893793817163,6.212283759874132
2014-03-01,6.786799804788783,6.480361949775365,6.569295160817286,6.626351204710268,6.643514720256367,6.553893933484343
2014-04-01,6.837440511093344,6.641417193214313,6.5067775510240144,6.817157461712941,6.805393997341684,6.556385759008896
2014-05-01,6.674207331998684,6.481127476930281,6.341018447958358,6.422724468353504,6.4650633765778265,6.588042267737711
2014-06-01,6.403267144546327,6.293784093460281,6.037184019634847,6.1248605228802,6.32925538538859,6.251300170132186
2014-07-01,6.387246129214095,6.202258496096365,6.04800130507688,6.160863648989612,6.177868953746067,6.150773751455159
2014-08-01,6.3528049266760265,6.1195802888410125,6.1837217287650486,6.16571780831447,6.142660343709049,6.137156717425524
2014-09-01,6.243186358899367,6.00842784986155,6.148458545113024,6.100237659044187,6.049697817958952,5.9878931434196705
2014-10-01,6.143781296881577,6.135097917634537,6.223763434556322,6.1762656745102404,6.113297483543044,5.89722161989902
2014-11-01,6.152629578681246,6.21429859200672,6.0244369776897955,6.232660817696593,6.0282996377339115,6.000680226691486
2014-12-01,6.265524103928124,6.368759921352148,6.2943122918017504,6.249035969015655,6.2035441251718835,6.123775492714625
2015-01-01,6.41019515095558,6.425629151062207,6.466769352021152,6.440746356504736,6.299942171128008,6.283479047843656
2015-02-01,6.629672822860138,6.491374678088044,6.562273057846903,6.699715114474918,6.387827328065947,6.202289469285874
2015-03-01,6.656738662114995,6.661206235455872,6.6278881418143785,6.71254417426611,6.4395553418697515,6.437444086861318
2015-04-01,6.748264915638868,6.788662106997897,6.690017945182317,6.829452595273839,6.595919199220337,6.988342085607027
2015-05-01,6.508529079975612,6.690947390222889,6.312980860548446,6.581360012638161,6.6299963524604255,6.871595055130279
2015-06-01,6.190036604341966,6.540960856502192,6.131862110310522,6.218073465283978,6.239799484539324,6.690374197848956
2015-07-01,6.193102406878983,6.103065030504223,6.089724346417452,6.096091971260494,6.173229611426034,6.4931084338505505
2015-08-01,6.216010040686033,6.083452791197653,6.122115168140353,6.1832334997211325,6.228216794451691,6.418056493957751
2015-09-01,6.184327076212907,6.025621598712168,6.032335766973389,5.985489823991518,6.122728151188259,6.183746110942836
2015-10-01,6.245295755860231,6.010892601366957,6.092242405399192,6.029426477864157,6.140689290724894,6.162103559935461
2015-11-01,6.274377126202345,6.171781680104349,6.238348046971263,5.9540214038265935,6.128874421628223,6.023746984659752
2015-12-01,6.368136012414701,6.423411050792751,6.453485151075302,6.352130081408777,6.267824361873402,5.976931011367551
2016-01-01,6.472831807618397,6.6758229244827865,6.582252325425446,6.6037519661278274,6.373746616479508,5.907672346530339
2016-02-01,6.615152891814865,6.813688626165774,6.723031304035343,6.566062998307593,6.471461256376848,6.122732639691386
