,ACCESS-ESM1-5_r2i1p1f1,CanESM5-CanOE-r1i1p2f1,UKESM1-0-LL-r2i1p1f2,UKESM1-0-LL-r1i1p1f2,ACCESS-ESM1-5-r1i1p1f1,CanESM5-CanOE-r2i1p2f1
2014-01-01,6.335962504551302,5.076263404585244,6.079241932296788,4.337851521540587,3.790700773759256,4.9450323931794635
2014-02-01,6.344704871141119,5.159687521473669,5.977311658916651,5.213075336900771,3.654296459988872,4.95620290181336
2014-03-01,6.2256507042319,5.201384948593314,6.065567920433518,5.422817452176733,3.5633438056571527,4.916953042365859
2014-04-01,5.804074951933233,4.8394582491453475,5.693168705025212,5.323634648007199,3.216810111714845,4.605122647629192
2014-05-01,5.020061335583285,4.118732372974327,4.7419238383492655,4.220331850585518,2.505857209514233,3.7065823809541945
2014-06-01,3.6692520095398695,3.3491340854506277,3.885900546545596,3.2553777485495745,1.5299521745578832,2.5842840106442777
2014-07-01,2.7554268468829446,2.3772450943095187,2.9705832127643466,2.152248455322971,0.7278432542223057,1.6011083322101722
2014-08-01,2.2616809657870416,1.8192278615473985,2.3793068356051017,1.4515704056974674,0.1233833533273157,0.8894561230632293
2014-09-01,2.0583291117824003,1.6914530597104305,2.229403750752988,1.2533863153499891,-0.1578567035882416,0.7109718896021454
2014-10-01,2.526183753387865,2.371585117478317,2.540550032099123,1.9554009122264584,0.2577789930265263,1.0461868209854934
2014-11-01,4.034891010430925,3.8831362852981437,4.581585990334816,3.4317620824883104,1.9486257131175848,2.345648002014008
2014-12-01,5.235845544759436,4.744306732208123,6.664896397952695,5.524320291972735,3.2034342044739152,4.754293113200024
2015-01-01,5.654866537369824,5.415500056882413,6.622964555524407,5.962898668312078,3.680760401924602,5.396579974309825
2015-02-01,5.8357561333218015,5.6413290197599295,6.443239433430152,6.031661720142063,3.80079154720152,5.287579458070223
2015-03-01,5.753476603884457,5.574041974699138,5.930536303415064,5.863343144168588,3.7384008902192774,5.009032248515023
2015-04-01,5.211115986849706,5.0333546671808485,5.167016423051689,5.352430640663228,3.5992470479909477,4.348441553790785
2015-05-01,4.575277329776579,4.1321598296138635,4.056690931961413,4.4844787294111,2.7450794979161115,3.9023979483712274
2015-06-01,3.6397888407930896,3.3708320144883532,2.717011515214521,3.430022629541553,1.5268134085382046,2.992553649606955
2015-07-01,2.695296667454918,2.279906746687669,1.7717228019978002,2.510838423942809,0.6227755747404844,2.124172900480744
2015-08-01,2.2146769642114714,1.5873659877031123,1.1104425195635104,1.9396345492072324,0.25187312534151685,1.4948664433769607
2015-09-01,2.142649596263567,1.5708774484585792,0.8897164741709409,1.8331634013333482,0.11845944633815884,1.319360966946415
2015-10-01,2.591784515473599,2.0527323536219297,1.4170907868880818,2.5220082071440872,0.5675606688920551,1.713677377607741
2015-11-01,4.185413588682176,3.92127083176927,2.84214808139999,4.293853145546754,2.179005859826757,3.4284042950275735
2015-12-01,5.456726452754881,4.528452408865934,4.77644991919038,5.439798500294174,3.2080094892895423,4.144146082049606
2016-01-01,6.005635109923119,5.303876089525555,6.413418290551293,5.359148365444288,3.739796906855535,4.800655580029476
2016-02-01,6.000514998620362,5.149888116776541,6.529994834027293,5.493203846346023,3.78469135500793,4.6411883968858945
2016-03-01,6.033757986766642,5.10390779033499,6.241527957605872,5.1780166851336435,3.9376692249034284,4.598289508648788
2016-04-01,5.667437809769338,4.7381621060075005,5.796687409213053,4.915000046005604,3.6432833273545584,4.122377061311482
2016-05-01,4.783769137307472,3.5425046313463024,4.628732120462379,4.528769345046509,2.819682566125703,3.175165308610609
2016-06-01,3.856514166373026,2.3420138440343528,3.0128092978065064,3.552181901084866,2.026820171690246,2.164896488245521
2016-07-01,2.8889253904101877,1.1027145507182652,1.4126932410778819,2.6156591766883817,0.9844523185774372,1.0304685958578963
2016-08-01,2.433848379315432,0.5570010403666625,0.481436338108093,1.9644520158103465,0.32983462864880525,0.39417928610670866
2016-09-01,2.2197069756325485,0.4678629246842455,0.6654489746261989,1.813090059589048,0.23396545090958665,0.4382396105372109
2016-10-01,2.7361981973343092,0.7430331356437933,1.4337253644080707,2.1032208210095917,0.6895610058858422,1.1813179820011834
2016-11-01,4.376527113545322,2.166177749257792,3.5519416097360312,4.301341355864521,2.4510814590887624,3.1732908037213905
