,GFDL-ESM4_r1i1p1f1,CanESM5-CanOE-r1i1p2f1,UKESM1-0-LL-r1i1p1f2,CESM2-WACCM-r1i1p1f1,ACCESS-ESM1-5-r2i1p1f1,ACCESS-ESM1-5-r1i1p1f1,CanESM5-CanOE-r2i1p2f1,UKESM1-0-LL-r2i1p1f2,CESM2-WACCM-r2i1p1f1
2014-01-01,9.202939835906083,7.4575465518516495,9.063930674639133,10.151627474854187,10.259400513860175,8.900108132396387,9.21443460510528,9.58434925941454,8.94316522704634
2014-02-01,8.682870553777436,7.664661042531984,9.693568521880096,9.45419908733604,10.07549118148741,8.575250093601058,9.519628886826622,10.180422474393806,9.499317237900039
2014-03-01,8.368891725780001,9.500663718238657,10.322165209633392,9.948746382245153,10.628914355431263,9.27896439509267,10.03031583736858,11.70357729511692,9.629767640902767
2014-04-01,10.210246093693613,10.062766344923606,11.406228283460916,10.357360292192645,10.99868258992657,11.09782794854467,11.748177205778935,12.301014770799231,11.006154344938238
2014-05-01,11.01418071039906,11.61128032380572,13.803144098152352,10.399694300261563,11.85098508936716,13.492025176993089,12.391561951813431,12.949695554608331,12.347213225931718
2014-06-01,10.876448448648476,11.876409740909386,14.218272783965073,10.586639408794674,11.91297189834928,12.804769338681915,12.938884672922015,14.3273735245622,12.942746085023966
2014-07-01,9.64163259694266,11.662192640763852,13.533788787804005,10.881269514972248,11.797693630577655,11.705024991650365,12.45829183076736,12.296624783679269,12.27799626048385
2014-08-01,9.640629674311283,11.135232952181136,11.64331598150697,10.893365520021053,12.779296534175446,11.160937604795187,11.793512025520258,12.721178175228612,11.620580160782202
2014-09-01,10.646135969325147,12.453363051373895,13.153592208654242,11.503166108938133,12.736830238524986,12.242242746850655,12.670157637120935,14.022771427071936,12.898146186632387
2014-10-01,11.467404130491815,11.909347682014374,12.539060678044354,11.285883648079695,11.607007139675565,10.995940500990304,12.601122185168753,14.289760274543914,11.831294085652862
2014-11-01,10.917486332212544,11.207829195278563,10.83306822182996,10.117474486497855,10.74214761736016,10.782210530247747,11.020304609779034,12.351264106047935,10.903435761163227
2014-12-01,7.993056313079599,9.496486888038673,8.962352387878445,8.10378620481086,10.547310626960533,9.223416879027422,10.363657574328164,11.373434190946714,9.009625620839605
2015-01-01,6.643924072298516,8.627946458733295,8.894014075170656,8.575173947567704,10.426344538927498,8.53993325831485,10.437074818994214,10.942060098500605,8.325759451643565
2015-02-01,7.226042359884597,8.265619752328568,8.948341990034514,9.54915463274778,10.51176399088379,9.10589201430532,9.965534883064748,10.867307606847923,8.540472629369912
2015-03-01,8.10502845656038,8.7450256512387,9.308526161203227,9.698194564021724,10.821098268876266,9.781592993466793,11.153460150926676,11.192953696609804,8.556811780520615
2015-04-01,9.172843948017633,10.34749713436686,11.679782186897205,10.341130355764573,12.162506040094168,10.74110033909108,12.616170390724466,11.928672539060276,9.836716858827325
2015-05-01,9.649040886983796,12.441644426074738,11.96789139155544,12.324204279868207,13.328607943300293,12.38805101006314,13.55678560180511,12.146669498638008,11.710492988414428
2015-06-01,10.48180851651948,12.589003644032461,11.951307322209358,13.229617788327207,14.315006865603854,13.63984137893172,14.165668261638533,13.200740244277652,12.941188853085485
2015-07-01,10.348256311904386,11.335427364850831,11.412578908140516,13.05432065860752,13.190640135795755,11.351558284335265,13.803499975602751,11.471971369331223,12.15897176621581
2015-08-01,9.947360211423694,11.043364420062193,11.655395189410445,12.294952147838805,14.165681791964106,11.525858893959766,13.177858909991706,11.681103731547624,11.225819852100493
2015-09-01,12.649534307274838,11.894059244161749,12.987402269263015,12.945200162926893,13.178722409437256,10.881596308602996,12.801497857530475,12.044856439429006,11.650113456291509
2015-10-01,12.345482328170213,12.35176469272152,13.15249363473229,12.359274209049866,13.407397552782946,11.725164238593187,12.233186779750516,12.005568776793616,12.471954611321806
2015-11-01,10.525204205713653,10.210148754361434,11.45616611898557,10.26680610491627,12.451624120337904,9.355327642385284,10.795934354100016,11.615096556749537,9.930232131528115
2015-12-01,9.33201035196108,8.286565433836358,9.577931781852651,9.263477703118587,11.608948015324529,8.086201961758324,8.412229027322146,9.773572209711816,9.05757331049853
2016-01-01,8.11759251994385,7.784244115884067,9.483501892084846,9.446846891041051,10.847007254014633,8.168421807056504,7.0840373932910525,9.927683575871919,9.22935581313161
2016-02-01,7.863348993140644,7.596952487551016,9.324395844107336,9.823123265986897,10.5123784089672,8.241789892990763,6.965891734043264,9.859105569641386,9.885970070453714
2016-03-01,8.220520439934237,8.418615484172971,9.97988706995364,9.122486392898553,10.919397237442233,8.117442320913732,7.417481069177155,9.419803295049798,10.496249179744678
2016-04-01,9.250254988502126,9.580764562497981,11.617440396039774,10.950463025380067,12.868554285982444,8.839146975786717,9.4660101763376,9.533364984064079,12.877294054348996
2016-05-01,11.09088277210465,12.168065991112568,12.177188947987814,12.028790432067039,12.871815859056245,9.332541727266095,10.716566136914864,11.394092434827865,13.996135182967322
2016-06-01,12.162805385135277,13.053296401098766,12.313470007481156,12.855663309294851,12.527648378735702,11.684742359592555,11.571350192997599,13.0760262627635,13.580738368561455
2016-07-01,11.648698389689748,12.072627707363045,11.90125426705164,11.693738606998876,12.202587805540194,11.343427325669891,11.648045964211097,11.273762761974096,12.321296774120183
2016-08-01,10.080788432340457,11.537050048938402,11.76540781169498,11.725097655913828,11.34151227497382,10.251482863083307,11.703142172666777,9.690385201217383,11.828328628306233
2016-09-01,10.95418813119282,11.048364777183629,12.290504427038904,12.38262726303872,12.637775360831732,9.848371136104063,11.097988042937537,10.53462913013449,13.402747082961906
