,ACCESS-ESM1-5_r2i1p1f1,CanESM5-CanOE-r1i1p2f1,UKESM1-0-LL-r2i1p1f2,UKESM1-0-LL-r1i1p1f2,ACCESS-ESM1-5-r1i1p1f1,CanESM5-CanOE-r2i1p2f1
2014-01-01,0.7348194722719434,0.21088320249007786,0.5134887636559392,0.04538701100591931,0.0,0.13728174051753478
2014-02-01,0.7653345222582113,0.2360069730203632,0.5223879420510044,0.3238197746622406,0.0,0.14457721645055335
2014-03-01,0.8144824191409785,0.2338727771949473,0.5151938822731883,0.40752294642946174,0.0,0.12353280052231208
2014-04-01,0.7787238654233999,0.2347544758580502,0.501319320078307,0.4642419086781735,0.0,0.13725127701377263
2014-05-01,0.7861998172212463,0.2771780832957469,0.46220650593640794,0.4274124187738261,0.0,0.13625004549955944
2014-06-01,0.7281894656056245,0.39511117244368255,0.5306676826081705,0.4358053127493332,0.0,0.10149911741556693
2014-07-01,0.6645320948824358,0.3236300397526086,0.5304102252623968,0.3249540966663266,0.0,0.06852347163154464
2014-08-01,0.6111756116205651,0.32432763182493984,0.4839332653809024,0.21726717323514524,0.0,0.039154600483869845
2014-09-01,0.5777237659964637,0.35039015810549323,0.4762652600204326,0.21791595265112468,0.0,0.012347591469162339
2014-10-01,0.5578351293797873,0.4136331258133108,0.4665275598249732,0.3220052102543331,0.0,0.0
2014-11-01,0.5929803425472588,0.3201595902171467,0.5853845802971028,0.2663557179719997,0.0,0.0
2014-12-01,0.5366471357343798,0.1557284081575778,0.9518222312850751,0.5933188194982666,0.0,0.19897523107730858
2015-01-01,0.5467821460951896,0.3213972154297464,0.7464818432273589,0.4565857135762256,0.0,0.2551839572529965
2015-02-01,0.5634564177267437,0.4790022140082804,0.6663030910754475,0.4111220816724103,0.0,0.2355753086595539
2015-03-01,0.5586482035898568,0.43671989393642224,0.526410833175039,0.4057768790322928,0.0,0.2989668365073213
2015-04-01,0.5615993033963536,0.4204796194637274,0.5802938356012068,0.27095666542561225,0.0,0.38538482576732425
2015-05-01,0.63103725357332,0.4681567256035943,0.5659077744540333,0.1927633167888675,0.0,0.29812363608181436
2015-06-01,0.6096867320416284,0.5037600670945667,0.4182365420303326,0.14178191072986585,0.0,0.40757363344531
2015-07-01,0.606188243990583,0.5250690188636791,0.25965861626938536,0.06472337066643158,0.0,0.4027574975379561
2015-08-01,0.6363362236287748,0.4959845311269675,0.16393471040638996,0.03572677595001485,0.0,0.35370310365589197
2015-09-01,0.6465071878827479,0.4918371752189589,0.19928873390347496,0.06673792817394557,0.0,0.3184730229282211
