,CanESM5-CanOE_r2i1p2f1,CESM2-WACCM-r2i1p1f1,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-CanOE-r1i1p2f1,CESM2-WACCM-r1i1p1f1,ACCESS-ESM1-5-r2i1p1f1,GFDL-ESM4-r1i1p1f1
2015-06-01,6.6143872145002245,5.8643975763018075,6.266245201026759,6.135219493938081,5.747417722479797,6.664887682971535,6.651791608919351,6.7060768116598455,5.592432464621286
2015-07-01,6.759351648788887,6.007385374097768,6.40518657044508,6.397295221653585,6.025707436831694,6.778249201630298,6.913146789480164,6.720598727723435,5.948954945561294
2015-08-01,7.010774150926019,6.3038975271703706,6.612544094874719,6.700456083623352,6.413746769077313,7.023679544851103,7.216245084811808,6.866631409820035,6.323449659987842
2015-09-01,7.160795635785267,6.515559139347206,6.806793366673178,6.883080090036085,6.874908011483401,7.139966817175036,7.179613306043903,6.9681772750122155,6.431251239588807
2015-10-01,7.041724021057111,6.9276482440830485,6.915137184495799,7.021686768779879,7.080479963513247,7.061033752828248,7.244428306974566,7.148078046578887,7.137671296527425
2015-11-01,7.16421865904623,7.030667799278308,6.867237247302202,7.020227763560977,7.327905456066643,6.919818102558181,7.694914943853504,7.2468587806435165,8.760697270715603
2015-12-01,7.360290906582488,7.304133747048215,7.119959851578326,7.015306001457068,7.5935860358631615,7.084231355467181,7.920515124374447,7.271839306286483,7.493394383385464
2016-01-01,7.902594693968822,7.136424919187782,7.410655530135728,6.978210836492307,7.570226743057653,6.94362794498532,8.353244147811568,7.268371847269428,7.1950966810851895
2016-02-01,7.999950305560152,6.530493314583652,6.876347678384037,6.9288974147878095,7.178129004978253,7.018494436429781,7.724751727120112,6.941455214566777,7.0224502465309335
2016-03-01,7.365054817500447,6.271478395979087,6.842209477386332,6.6995413389065135,7.212724715659047,6.963523564815558,7.581764305015797,6.557571972406505,6.742751026041143
2016-04-01,7.01737410210163,6.104162234074787,6.533773500940023,6.2926120826170715,7.147914969162855,6.671516483338357,7.287306172278313,6.316691504688352,6.46853320138375
2016-05-01,6.823967162317951,5.972556335865363,6.4242719701495865,5.926451108456089,7.007225147913492,6.408304465032551,7.083382440173192,6.2656065527175535,6.13089790916437
2016-06-01,6.707364083607076,6.2130127892270375,6.423128435379291,5.979848368779032,7.002835035974512,6.458702973009175,7.083683096337882,6.348572666013792,6.222338525002837
2016-07-01,6.8249268343539145,6.3337422001989365,6.368771214680238,6.162278558847872,7.049250460575564,6.651732730357296,7.1354442909076115,6.537773475904544,6.235653235675008
2016-08-01,7.092350247587061,6.578676592741622,6.506828631118175,6.444800801938112,7.293471314853611,6.958056876069963,7.40950640206354,6.925719798262224,6.503659588842142
2016-09-01,7.251906713244145,7.177282324724662,6.630088858219301,6.677262915031508,7.4649116810982,7.113586584735148,7.612741688413021,7.08675575801281,6.565255179048944
2016-10-01,7.311978740827643,7.445702995985492,6.723207294653016,6.639001417912378,7.621540508013894,7.002349797625215,7.502463291827228,7.17916803675545,6.4897364881800925
2016-11-01,7.510516188300378,7.242077325011816,6.725930306900778,6.83544185459313,7.949349490403581,7.1334600351241155,7.412300365652361,7.283087310603671,6.222384371827085
2016-12-01,8.15696313503912,7.0384191363635225,6.878321072555155,6.780263539660632,7.978346034287226,7.02768421258012,7.3305073016325455,7.290652911947143,6.244870229989537
2017-01-01,8.301676728562134,6.997173612347003,6.750584300410204,6.635569357596903,7.106375471714211,6.490014695738045,6.734841489471905,7.339010597941827,6.544354133794643
2017-02-01,7.5986947483834815,7.067776871064111,6.481764641437449,6.378633493562554,7.0967736101131775,6.16256547748052,6.217157027884268,7.028868957392769,6.922967885595994
2017-03-01,6.548389607293916,6.940296267147349,6.5112638193703685,6.171994196293443,7.069248756825633,5.644245573535362,5.889254779071605,6.782589001044493,6.8579584743512605
2017-04-01,6.1442116893982766,6.8306673834834335,6.303236588899464,5.971420114187317,6.6569705479975845,5.458380694590137,5.823529298514385,6.558075747112945,6.5984858597601
2017-05-01,6.010629436157094,6.68418831716752,6.1624178725357694,5.816616637138702,6.503034677568015,5.402246572053602,5.6294090610170695,6.396752646809889,6.319146278493786
2017-06-01,6.160672686938847,6.794656946625482,6.213046953554164,5.839242635184162,6.534227887740832,5.5413070160442555,5.687791947268523,6.390811076036174,6.324653299457001
2017-07-01,6.4920570124822214,6.7855874724029945,6.3559154000057685,6.1296197146353215,6.68579438671828,5.814736540243096,5.981925745495013,6.550282250056232,6.552835018349932
2017-08-01,6.8620602765147485,6.865788901164688,6.612456210915629,6.4963003931133,6.972769266244242,6.221347074294608,6.450467002966982,6.807706136915632,6.9634901814247385
2017-09-01,7.049571641123491,7.345095465964753,6.9526304381343245,6.485104946094428,7.114722278584781,6.48785113036105,6.654885546664341,6.940316572885762,6.995267831988138
2017-10-01,6.965863355161384,7.548316983440335,7.012773615047761,6.650630845035868,7.2560820284521155,6.7167011213614405,6.798740930934076,6.941919660379379,6.880761858958961
2017-11-01,7.283047294304272,7.8518678473303005,6.897988807586707,6.608432753919513,7.195078738277668,6.796350548045628,7.092829725582916,6.926804452429536,6.924282174342676
2017-12-01,7.622677893573577,7.667016892129762,6.86089704611035,6.654679308521948,7.14479603647068,6.957301544911537,7.308601998790634,6.948415296127972,7.251693121371669
2018-01-01,7.595863685351168,7.546415273290568,6.622174574579747,6.44530492033688,7.119857555249451,6.8739864049390755,7.702377604002775,6.868808822965577,7.414991366635252
2018-02-01,7.721932197918803,7.177812418931958,6.894271756997751,6.283705729422174,6.437807632014486,6.721834905411807,7.706945483222125,6.594979533781076,7.302522076357045
2018-03-01,7.392441237491039,7.0207817618932,7.149444709545463,5.927447111205504,6.124195571084764,6.431274819882478,7.517615293980527,6.486404052302389,7.187920093673339
2018-04-01,6.881996321660164,6.632031089082358,6.855937406152928,5.560631007590136,6.023575058600497,6.143135053759204,7.175386167811466,6.3828662903421645,6.72131870529684
2018-05-01,6.591469518203796,6.392215987622959,6.632404912997775,5.436113592411116,5.766615075253591,5.912641604374388,6.9143118813046875,6.380393552806824,6.617257932793311
2018-06-01,6.595521727219378,6.4023777243148805,6.626375310342867,5.636841785763058,5.8465828645745015,5.830789268835073,6.958703939692395,6.420089432199353,6.4912363082967826
2018-07-01,6.760554995947973,6.617835473201065,6.804700423089389,5.912700717919654,6.0516252309181775,6.038698442578733,7.066426307778173,6.579930357709844,6.5732364020479865
2018-08-01,7.074228049195972,6.996277677326669,7.1120708428211135,6.224160456443906,6.348753798486638,6.365192542284957,7.280356164989243,6.871704747578495,6.819206967250142
2018-09-01,7.264441243392798,6.913028387715517,7.201244646516888,6.432081142916024,6.742171886807421,6.587923043840367,7.356304408867838,7.174483587452968,7.055200195480072
2018-10-01,7.414173744857044,6.773948150511003,7.348002788735945,6.512066700181999,6.9162672490471735,6.868658336365978,7.672397406131303,7.315764215581449,7.292872679655268
2018-11-01,7.80782487599213,6.8922339928188405,7.454733521554606,6.567237284701536,7.26140262823076,7.203067930249058,7.409152466609122,7.5293759901946435,7.871161077820754
2018-12-01,8.032364813595697,7.2985003656803205,7.5731783733781874,6.668379487578381,8.059127134932588,7.4558012504423665,7.470916951669732,7.601841716416395,8.475606689014295
2019-01-01,7.902488877015526,7.590078293040625,7.463124268893847,6.428391290187546,8.107243711532355,7.518144976375424,7.155050476627581,7.457660814613348,8.025423298091486
2019-02-01,7.17062324627199,7.546640450202303,7.417056598363755,6.142294549484452,8.226524977642683,7.208912738152459,6.60644625308217,7.360617740004322,7.7444720577967185
2019-03-01,7.030736902147591,7.2710492711794625,7.37940648704031,5.9532623919768275,7.890322413436698,6.871709064295912,6.4677775856807065,7.168690531792457,7.288693207334197
2019-04-01,7.102140206854547,7.060996303535237,7.039286676061617,5.765123222539967,7.4908135590330875,6.477926482335597,6.163431092455072,6.9557245166743735,6.688476277485965
2019-05-01,7.001657809360082,6.96914864809788,6.70767214550748,5.717437949680509,7.021063826579133,6.2292761037046525,6.213055727387814,6.714838689770057,6.475641300374232
2019-06-01,6.89930972003832,7.061949418098228,6.624247081588045,5.728668716916517,6.8205812069080265,6.258927938707348,6.254811758714715,6.595856111987343,6.2727041447534075
2019-07-01,6.885936236391539,7.182848522705785,6.6554038921991525,5.894167445897068,6.8210790018105625,6.430309832769946,6.419855290977884,6.66524789779247,6.3254008530861485
2019-08-01,7.158385135489673,7.366697800443775,6.923801341100358,6.281790985790974,6.991357961363097,6.725969195026746,6.775111673875122,6.927291388133418,6.879552723209487
2019-09-01,7.347275342040484,7.564025042279187,7.034094617875664,6.467060709569707,7.118346528525175,6.909361349450967,7.088873692012934,7.106886124099648,7.051206391281635
2019-10-01,7.507531606384266,7.563508148547226,7.1873789588789245,6.550886350431307,7.202256352410803,6.780206615960924,7.233464810037612,7.194306348336014,7.221650352686096
2019-11-01,7.435492737938461,7.3913009918806365,7.431948567863596,6.654202453138603,7.2824060230370495,6.832208871541037,7.3588364686512815,7.448993588985657,8.098144722845717
2019-12-01,7.334311152056719,7.775469122256196,7.378495414037633,6.70792304208312,7.679678781269442,7.145003608565866,7.497810828968369,7.590811975825641,7.691239139051062
2020-01-01,7.187349740640628,7.435734239271634,6.671117222946912,6.661997204593158,7.300616416064804,7.1172386243734005,7.5415959044215,7.417966587494072,7.365810384298902
2020-02-01,6.834483611511433,7.0449305236420106,6.320214937289089,6.427775372520936,6.690799363951522,6.981541435699789,7.074484634311135,7.322746640343121,6.468278698199681
2020-03-01,6.347771236231346,6.805006165332028,5.756899638430423,6.0804803307387525,6.667180127620876,7.04652773213526,6.644417805043457,7.108840971378433,6.0224696572949314
2020-04-01,6.083489438328245,6.472447128870063,5.611605980286496,5.668724413191582,6.389584959092008,6.804655777660785,6.367033455356755,6.855917044924443,5.603472855262411
2020-05-01,5.900591552361907,6.384636141732413,5.561628904717422,5.302064991856232,6.090638892926121,6.577717300680988,6.209995913968935,6.715400851810429,5.342028517205069
2020-06-01,5.946231129788255,6.430942652421408,5.6772669523331984,5.510327996362166,6.072944817363111,6.565437487993248,6.373444099467482,6.6883664752908345,5.519381300912196
2020-07-01,6.133492568417747,6.543411231288857,5.953999044849964,5.759028352373044,6.2665781165009244,6.730238836239227,6.562720141356302,6.832979434077708,6.006750333340607
2020-08-01,6.638316212179822,6.841726308158847,6.235277624004658,6.0817007922695066,6.649696293070798,7.012158363551308,6.901278524220122,7.090206864165652,6.3559927083063865
2020-09-01,6.790627473942134,7.0734097896959245,6.476795651840383,6.2047165180236705,6.751721725180555,7.252135740539652,7.149277563298703,7.3084092331364365,6.466567461503134
2020-10-01,6.956065628029674,6.766386053282369,6.639738447262436,6.285486253591795,6.984206393730746,7.307676641147635,6.774547513723375,7.402835089733776,6.630507287583789
2020-11-01,6.755394323025384,7.139829512622553,6.800704518535372,6.17762046089317,7.315091967007022,7.6762966771907815,7.287520310588733,7.501303771838049,6.62140370401396
2020-12-01,6.585774019193439,6.997281868583603,7.092922333848691,6.345544659698786,6.31101719442136,8.153262591516999,7.391918643021906,7.957495828084419,6.686597778267514
