,CanESM5-CanOE_r2i1p2f1,CESM2-WACCM-r2i1p1f1,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-CanOE-r1i1p2f1,CESM2-WACCM-r1i1p1f1,ACCESS-ESM1-5-r2i1p1f1,GFDL-ESM4-r1i1p1f1
2014-01-01,9.761776560633765,9.454785686486213,9.868164497293511,9.800785915766127,10.222746557242672,8.162833140872529,10.456924229506551,11.766878063683965,9.99875666321088
2014-02-01,9.532080373539275,9.483488144717619,10.097351547062123,9.20346136739191,10.022769365112428,7.757477070433112,9.88803007356202,11.489543001222682,8.962794487927237
2014-03-01,9.451203128510203,8.877721554451057,10.132770402278346,8.78977110216206,9.929425253451843,7.8951939048251525,9.023777522148038,10.970781065572062,8.313199645973283
2014-04-01,8.795761698146844,8.28535604610418,9.478636645737124,8.401313575486668,9.587901190534916,7.663096112371233,8.34514053284881,10.289429703118104,7.618044846707786
2014-05-01,8.137625966968688,7.681069287376088,8.750988891843507,7.964436467886112,9.037152546164847,7.10078698600527,7.74650318770474,9.449219742217123,7.09995133993919
2014-06-01,7.669447503546149,7.6589496372393615,8.315198958716104,7.625966774868949,8.692522263281669,7.010878324738384,7.202530448153683,8.722843253382441,6.500501250776236
2014-07-01,7.566744870788617,7.597098938401499,8.057373293503268,7.635226503518544,8.458413058673532,7.081978519916737,7.128284945524452,8.440037198586246,6.2437028624776065
2014-08-01,7.525512860341108,7.270467816801213,7.828432078052693,7.554436572270566,8.189936311616755,7.022605098699592,7.031751591433097,8.387902618939677,6.642070511287642
2014-09-01,7.528527124386746,7.5955769450967905,7.629904686122789,7.435906024570984,8.230159926436388,7.027070331914543,6.763300975642301,8.348315355947202,6.644346254861681
2014-10-01,7.4500413169643425,7.5600318744065085,7.749307633193082,7.461309106378779,8.644726713178805,7.436224715844379,6.687413113279204,8.552183353931609,7.022896442130784
2014-11-01,7.974495505338211,8.218398137720076,8.719950298077501,8.24592122679826,9.151115040086207,8.289853659478682,7.542818557102961,9.490797699051061,8.155015900786706
2014-12-01,9.519778409747829,8.51185446415807,10.327323172186233,9.084497882589812,9.496977527247076,9.644159459708174,8.249269488539554,10.642962387007703,8.897769354110743
2015-01-01,10.386577504959744,8.055001731946714,10.85194006557702,9.093283939014928,9.880568489419256,9.617748693465536,8.985255645991597,10.958391097433104,7.7151047495396
2015-02-01,10.436808700475307,7.970701423875254,10.149914871564608,8.84635815269548,8.952208317265821,10.005766177369543,9.219133739852726,10.731382334137557,7.448626187876768
2015-03-01,10.054904212327452,7.6397567986791275,9.202840259542763,8.641679383046455,7.292473666927528,10.012370704240578,8.770719025603906,10.14709015605085,6.9776640691299185
2015-04-01,9.530531341935458,7.389376985093036,8.357561111469357,8.159093193140336,6.73891285821345,9.47675929450459,8.397797034929859,9.479734998245556,6.1583155790221
2015-05-01,8.776639109019277,6.864469146273067,7.711585171089884,7.6060368006470895,6.5516020036939695,8.751411165453728,8.198096805596098,8.889976891778874,6.034301175716999
2015-06-01,8.276054246995269,6.663106912608931,7.364051892056942,7.291289367072629,6.59455936362949,8.345797182816321,8.230334057696291,8.417131262058758,6.342146242850806
2015-07-01,8.079204920917443,6.585889233238378,7.065475258406937,7.321884203223539,6.597793383050037,8.155111293816496,8.298166349451835,8.114409955297534,6.786429966951975
2015-08-01,7.962152409662149,6.559277470279398,6.989770855231257,7.440259193027997,6.930411052160148,7.941508895773598,8.272147578351946,7.895217916917951,6.890914506485558
2015-09-01,7.886904329112543,6.561397591996357,6.997127421662368,7.414352773356365,7.242907631356237,7.517388556086263,7.940006375232757,7.703789790827804,6.691970764193657
2015-10-01,7.723940254257432,7.182203877361971,7.2049163849783895,7.625012976266662,7.6461959543246625,7.446326210902599,8.033436330379494,7.8787010030897475,7.820331454596486
2015-11-01,8.422436415756907,8.010672997827527,7.9879683635758685,8.250098041813661,8.912075059199491,8.097052924470686,9.509096826052957,8.755742540443679,11.685129404283089
2015-12-01,9.72888991159552,9.212744078237355,8.974304551686886,9.01908403900357,10.37366089372539,9.094454526499364,11.197033780823581,9.539300728348405,9.930529844255956
2016-01-01,11.08042570149237,9.35069851978941,9.698960365406057,9.496619387760576,10.836555467649571,9.222040893568966,12.856007332444985,9.813453272725383,10.222168437384571
2016-02-01,11.43524199040544,8.630444941188903,9.10731978707738,9.902690764388744,10.140785046143774,9.387279893321725,11.636697842363336,9.390629967884976,9.947266625967666
2016-03-01,10.335161883250256,8.22757473736325,8.839565217137391,9.406355534802813,10.401682204427573,9.416465656415793,11.31462159012852,8.877421259789342,9.472337411352216
2016-04-01,9.609111553841501,7.752363262812482,8.242167142946313,8.496806469145021,10.200136634027562,8.709949853950546,10.766850750148068,8.303846235254689,8.796228200876863
2016-05-01,8.849145682341868,7.4540634682289735,7.467372040810638,7.670884830973351,9.654262881221062,7.984486178116858,9.828590187108286,7.726191071429074,7.90693158691451
2016-06-01,8.411721397487327,7.307405423650558,7.095867654749724,7.262165443516959,9.447505797136381,7.733509639987157,9.231959146694257,7.559173133381286,7.567752787404685
2016-07-01,8.182818315308241,7.266745415626187,7.010017568946921,7.18880372314567,9.152907571924,7.745933306136628,8.992091640861606,7.6069038456048075,7.242117203843513
2016-08-01,8.095521440173552,7.189456348778322,6.832529126811715,7.164724881848554,8.996978337561591,7.702175535885445,8.813583305708082,7.675291192943206,7.1172053646858355
2016-09-01,7.932648043398495,7.742887243764082,6.51003027020154,7.035320414462864,8.789889439306062,7.542489605607059,8.65126667770809,7.6071444323873445,7.051469945514144
