,YEAR,MONTH,SST
300,2012.0,1.0,8.230716253443498
301,2012.0,2.0,8.13971223021585
302,2012.0,3.0,7.839434724091496
303,2012.0,4.0,9.49456824512533
304,2012.0,5.0,10.704447439353096
305,2012.0,6.0,12.706666666666642
306,2012.0,7.0,14.038575268817208
307,2012.0,8.0,13.94512195121953
308,2012.0,9.0,13.598008534850635
309,2012.0,10.0,11.637709497206705
310,2012.0,11.0,11.391034482758622
311,2012.0,12.0,10.562483130904178
312,2013.0,1.0,8.984656796769857
313,2013.0,2.0,8.181249999999975
314,2013.0,3.0,8.221505376344076
315,2013.0,4.0,9.55027777777778
316,2013.0,5.0,11.31857335127861
317,2013.0,6.0,14.151666666666655
318,2013.0,7.0,13.525134408602131
319,2013.0,8.0,13.922238372093021
320,2013.0,9.0,16.48937784522002
321,2013.0,10.0,13.201209677419348
322,2013.0,11.0,9.730138888888888
323,2013.0,12.0,8.069758064516128
324,2014.0,1.0,7.964784946236556
325,2014.0,2.0,7.648809523809534
326,2014.0,3.0,9.328840970350408
327,2014.0,4.0,10.333472222222213
328,2014.0,5.0,13.649327956989229
329,2014.0,6.0,12.90348189415043
330,2014.0,7.0,15.006586021505377
331,2014.0,8.0,13.93768506056529
332,2014.0,9.0,14.647749196141499
333,2014.0,10.0,
334,2014.0,11.0,
335,2014.0,12.0,
336,2015.0,1.0,
337,2015.0,2.0,
338,2015.0,3.0,11.14170616113744
339,2015.0,4.0,11.228094575799714
340,2015.0,5.0,11.902153432032293
341,2015.0,6.0,12.516944444444455
342,2015.0,7.0,15.842530282637957
343,2015.0,8.0,14.885175202156328
344,2015.0,9.0,15.201253481894152
345,2015.0,10.0,14.514844804318441
346,2015.0,11.0,12.414345403899715
347,2015.0,12.0,10.81859838274931
348,2016.0,1.0,10.470715249662636
349,2016.0,2.0,10.808633093525215
350,2016.0,3.0,10.866756393001324
351,2016.0,4.0,11.825801952580202
352,2016.0,5.0,12.261081081081075
353,2016.0,6.0,13.845403111739737
354,2016.0,7.0,14.770635994587282
355,2016.0,8.0,13.799999999999997
356,2016.0,9.0,14.62426778242679
357,2016.0,10.0,13.053856562922839
358,2016.0,11.0,13.486853146853134
359,2016.0,12.0,11.196896086369746
360,2017.0,1.0,9.05666218034988
361,2017.0,2.0,9.197014925373121
362,2017.0,3.0,9.634100135317997
363,2017.0,4.0,10.431754874651814
364,2017.0,5.0,12.180337078651704
365,2017.0,6.0,13.884992987377277
366,2017.0,7.0,14.069470827679787
367,2017.0,8.0,15.217241379310328
368,2017.0,9.0,15.703030303030303
369,2017.0,10.0,12.676209677419346
370,2017.0,11.0,11.502377622377574
371,2017.0,12.0,10.288544474393543
372,2018.0,1.0,9.947708894878646
373,2018.0,2.0,8.955538922155707
374,2018.0,3.0,9.004032258064527
375,2018.0,4.0,10.262482566248243
376,2018.0,5.0,12.425168236877512
377,2018.0,6.0,12.655978260869562
378,2018.0,7.0,
379,2018.0,8.0,
380,2018.0,9.0,
381,2018.0,10.0,13.472948328267456
382,2018.0,11.0,12.418461538461537
383,2018.0,12.0,10.883518005540118
384,2019.0,1.0,10.663611491108025
385,2019.0,2.0,9.18338323353292
386,2019.0,3.0,9.511506849315056
387,2019.0,4.0,11.113888888888892
388,2019.0,5.0,12.408771929824546
389,2019.0,6.0,13.418898809523805
390,2019.0,7.0,16.4687837837838
391,2019.0,8.0,15.800814111261891
392,2019.0,9.0,15.964375876577853
393,2019.0,10.0,13.148178137651817
394,2019.0,11.0,11.253760445682449
395,2019.0,12.0,9.827395411605941
