,YEAR,MONTH,SST
0,2004.0,1.0,
1,2004.0,2.0,
2,2004.0,3.0,
3,2004.0,4.0,
4,2004.0,5.0,
5,2004.0,6.0,
6,2004.0,7.0,
7,2004.0,8.0,
8,2004.0,9.0,16.69557692307694
9,2004.0,10.0,14.303108108108116
10,2004.0,11.0,12.060228898426285
11,2004.0,12.0,10.414876033057837
12,2005.0,1.0,9.304564315352726
13,2005.0,2.0,9.643562874251497
14,2005.0,3.0,10.991712707182298
15,2005.0,4.0,11.704663212435243
16,2005.0,5.0,13.920502092050219
17,2005.0,6.0,15.385893854748623
18,2005.0,7.0,14.345625841184384
19,2005.0,8.0,11.973932253313695
20,2005.0,9.0,13.024236252545826
21,2005.0,10.0,13.211392405063323
22,2005.0,11.0,11.11935028248587
23,2005.0,12.0,9.07774687065367
24,2006.0,1.0,10.199856733524344
25,2006.0,2.0,9.013364779874195
26,2006.0,3.0,8.66964028776977
27,2006.0,4.0,10.74868217054264
28,2006.0,5.0,11.41939058171746
29,2006.0,6.0,13.992613636363638
30,2006.0,7.0,12.83113207547171
31,2006.0,8.0,12.104324324324327
32,2006.0,9.0,12.69916317991634
33,2006.0,10.0,11.619810040705556
34,2006.0,11.0,10.253672316384176
35,2006.0,12.0,9.485930408471999
36,2007.0,1.0,7.811015736766825
37,2007.0,2.0,8.576080246913603
38,2007.0,3.0,8.888780487804873
39,2007.0,4.0,
40,2007.0,5.0,10.583985102420863
41,2007.0,6.0,13.334708392603142
42,2007.0,7.0,15.026358695652178
43,2007.0,8.0,14.64148648648648
44,2007.0,9.0,13.270769230769247
45,2007.0,10.0,12.11547779273216
46,2007.0,11.0,10.389510489510476
47,2007.0,12.0,8.551886792452825
48,2008.0,1.0,7.316166883963488
49,2008.0,2.0,7.346671597633158
50,2008.0,3.0,8.38986995208761
51,2008.0,4.0,9.07275280898877
52,2008.0,5.0,10.942721088435386
53,2008.0,6.0,11.737142857142851
54,2008.0,7.0,11.56231393775375
55,2008.0,8.0,13.916301369863014
56,2008.0,9.0,12.144540229885076
57,2008.0,10.0,12.222957461174865
58,2008.0,11.0,11.190062981105703
59,2008.0,12.0,9.030202702702718
60,2009.0,1.0,
61,2009.0,2.0,
62,2009.0,3.0,
63,2009.0,4.0,
64,2009.0,5.0,
65,2009.0,6.0,
66,2009.0,7.0,
67,2009.0,8.0,
68,2009.0,9.0,
69,2009.0,10.0,
70,2009.0,11.0,
71,2009.0,12.0,
72,2010.0,1.0,9.315880721220534
73,2010.0,2.0,9.8278963414634
74,2010.0,3.0,10.195051546391777
75,2010.0,4.0,10.527053824362552
76,2010.0,5.0,11.508468595624546
77,2010.0,6.0,13.398409542743533
78,2010.0,7.0,12.075643702157267
79,2010.0,8.0,12.95363636363635
80,2010.0,9.0,13.492318634423903
81,2010.0,10.0,13.177493074792244
82,2010.0,11.0,11.086778670562445
83,2010.0,12.0,9.414191660570596
84,2011.0,1.0,8.071683848797228
85,2011.0,2.0,8.097615384615413
86,2011.0,3.0,8.519547775346435
87,2011.0,4.0,9.651915559030488
88,2011.0,5.0,11.756326825741159
89,2011.0,6.0,13.917027417027432
90,2011.0,7.0,13.49021815622799
91,2011.0,8.0,13.134306569343089
92,2011.0,9.0,12.847152619589961
93,2011.0,10.0,13.839429407461614
94,2011.0,11.0,10.947626224566713
95,2011.0,12.0,8.619417475728202
96,2012.0,1.0,8.006040268456374
97,2012.0,2.0,7.941280864197585
98,2012.0,3.0,7.921278089887652
99,2012.0,4.0,10.166860888565186
100,2012.0,5.0,11.374822415153886
101,2012.0,6.0,14.116568483063299
102,2012.0,7.0,14.363758865248245
103,2012.0,8.0,13.710511159107265
104,2012.0,9.0,13.526289752650175
105,2012.0,10.0,11.420722563053882
106,2012.0,11.0,11.46289308176105
107,2012.0,12.0,10.081338742393491
108,2013.0,1.0,8.239396019217603
109,2013.0,2.0,8.541048689138563
110,2013.0,3.0,8.692986111111077
111,2013.0,4.0,10.340982456140328
112,2013.0,5.0,11.994274028629839
113,2013.0,6.0,14.323429781227958
114,2013.0,7.0,12.348663468128866
115,2013.0,8.0,13.907796610169479
116,2013.0,9.0,16.538472319551488
117,2013.0,10.0,13.405497564370224
118,2013.0,11.0,10.488709677419353
119,2013.0,12.0,7.801331464611052
120,2014.0,1.0,8.112542603953658
121,2014.0,2.0,7.993759398496246
122,2014.0,3.0,9.98308771929822
123,2014.0,4.0,11.015059347180985
124,2014.0,5.0,14.096467391304378
125,2014.0,6.0,13.014236111111089
126,2014.0,7.0,14.00596205962058
127,2014.0,8.0,12.660383824537352
128,2014.0,9.0,14.761527777777761
129,2014.0,10.0,15.213458950201849
130,2014.0,11.0,12.841434540389967
131,2014.0,12.0,11.8620202020202
132,2015.0,1.0,10.198876404494369
133,2015.0,2.0,11.14565217391303
134,2015.0,3.0,11.471351351351329
135,2015.0,4.0,11.778870139398386
136,2015.0,5.0,11.990500736377044
137,2015.0,6.0,11.568013937282243
138,2015.0,7.0,14.970148247978386
139,2015.0,8.0,14.144612216883992
140,2015.0,9.0,14.673909883720924
141,2015.0,10.0,14.025333333333322
142,2015.0,11.0,12.164642082429491
143,2015.0,12.0,10.292550394390876
144,2016.0,1.0,9.352241918665262
145,2016.0,2.0,
146,2016.0,3.0,11.091537376586738
147,2016.0,4.0,12.735189150606717
148,2016.0,5.0,12.434247538677937
149,2016.0,6.0,13.642367833209237
150,2016.0,7.0,14.232947976878616
151,2016.0,8.0,12.665340086830689
152,2016.0,9.0,14.800247933884323
153,2016.0,10.0,13.205343511450355
154,2016.0,11.0,13.221454027084777
155,2016.0,12.0,9.79501347708894
156,2017.0,1.0,8.422947510094195
157,2017.0,2.0,8.681093394077454
158,2017.0,3.0,9.320796156485953
159,2017.0,4.0,10.766102889358693
160,2017.0,5.0,12.401222826086977
161,2017.0,6.0,14.262392550143248
162,2017.0,7.0,12.92544459644327
163,2017.0,8.0,13.589342403628136
164,2017.0,9.0,14.099491648511245
165,2017.0,10.0,12.618711018710982
166,2017.0,11.0,11.153802816901347
167,2017.0,12.0,9.346875000000049
168,2018.0,1.0,9.502147458840383
169,2018.0,2.0,8.87402799377919
170,2018.0,3.0,8.853925619834722
171,2018.0,4.0,10.384428571428598
172,2018.0,5.0,12.67547302032233
173,2018.0,6.0,13.731621621621619
174,2018.0,7.0,13.305930470347645
175,2018.0,8.0,14.241666666666681
176,2018.0,9.0,14.11331938633196
177,2018.0,10.0,13.148243243243234
178,2018.0,11.0,11.534950773558348
179,2018.0,12.0,10.016747741487146
180,2019.0,1.0,9.632222222222225
181,2019.0,2.0,8.471247199402548
182,2019.0,3.0,8.924621733149898
183,2019.0,4.0,11.118323863636377
184,2019.0,5.0,12.509769335142463
185,2019.0,6.0,12.34636752136751
186,2019.0,7.0,16.173623385452064
187,2019.0,8.0,16.007549759780343
188,2019.0,9.0,16.44712078651682
189,2019.0,10.0,13.033423728813567
190,2019.0,11.0,10.725017618040843
191,2019.0,12.0,8.959947299077688
